DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
967,19251206,    0,     ,
967,19251207,    0,     ,
967,19251208,    0,     ,
967,19251209,    5,     ,
967,19251210,   18,     ,
967,19251211,    8,     ,
967,19251212,    3,     ,
967,19251213,    6,     ,
967,19251214,    4,     ,
967,19251215,    3,     ,
967,19251216,    4,     ,
967,19251217,    1,     ,
967,19251218,   53,     ,
967,19251219,   13,     ,
967,19251220,   58,     ,
967,19251221,  125,     ,
967,19251222,   53,     ,
967,19251223,   65,     ,
967,19251224,   39,     ,
967,19251225,    3,     ,
967,19251226,   11,     ,
967,19251227,   26,     ,
967,19251228,   72,     ,
967,19251229,   84,     ,
967,19251230,  113,     ,
967,19251231,  214,     ,
967,19260101,   85,     ,
967,19260102,   97,     ,
967,19260103,  123,     ,
967,19260104,   60,     ,
967,19260105,   18,     ,
967,19260106,    0,     ,
967,19260107,   23,     ,
967,19260108,   49,     ,
967,19260109,    0,     ,
967,19260110,    0,     ,
967,19260111,    0,     ,
967,19260112,    0,     ,
967,19260113,    0,     ,
967,19260114,    7,     ,
967,19260115,    0,     ,
967,19260116,    0,     ,
967,19260117,    7,     ,
967,19260118,   17,     ,
967,19260119,    2,     ,
967,19260120,   23,     ,
967,19260121,    2,     ,
967,19260122,    0,     ,
967,19260123,   62,     ,
967,19260124,    2,     ,
967,19260125,    0,     ,
967,19260126,   25,     ,
967,19260127,    0,     ,
967,19260128,    1,     ,
967,19260129,   17,     ,
967,19260130,   30,     ,
967,19260131,    2,     ,
967,19260201,    9,     ,
967,19260202,  113,     ,
967,19260203,   79,     ,
967,19260204,   25,     ,
967,19260205,    0,     ,
967,19260206,    7,     ,
967,19260207,    0,     ,
967,19260208,    9,     ,
967,19260209,    2,     ,
967,19260210,   56,     ,
967,19260211,    3,     ,
967,19260212,    0,     ,
967,19260213,   60,     ,
967,19260214,   15,     ,
967,19260215,    0,     ,
967,19260216,   76,     ,
967,19260217,   22,     ,
967,19260218,  176,     ,
967,19260219,   12,     ,
967,19260220,   85,     ,
967,19260221,    0,     ,
967,19260222,    0,     ,
967,19260223,    1,     ,
967,19260224,   11,     ,
967,19260225,    2,     ,
967,19260226,    0,     ,
967,19260227,    0,     ,
967,19260228,   62,     ,
967,19260301,    2,     ,
967,19260302,    1,     ,
967,19260303,    8,     ,
967,19260304,    1,     ,
967,19260305,   78,     ,
967,19260306,   53,     ,
967,19260307,   45,     ,
967,19260308,    7,     ,
967,19260309,    0,     ,
967,19260310,   50,     ,
967,19260311,   18,     ,
967,19260312,   13,     ,
967,19260313,    0,     ,
967,19260314,    0,     ,
967,19260315,    3,     ,
967,19260316,    1,     ,
967,19260317,    0,     ,
967,19260318,    0,     ,
967,19260319,    6,     ,
967,19260320,    0,     ,
967,19260321,    0,     ,
967,19260322,    0,     ,
967,19260323,    0,     ,
967,19260324,    0,     ,
967,19260325,    0,     ,
967,19260326,    0,     ,
967,19260327,    0,     ,
967,19260328,   32,     ,
967,19260329,    0,     ,
967,19260330,   15,     ,
967,19260331,    7,     ,
967,19260401,    0,     ,
967,19260402,    0,     ,
967,19260403,    0,     ,
967,19260404,    0,     ,
967,19260405,    0,     ,
967,19260406,    1,     ,
967,19260407,    0,     ,
967,19260408,   21,     ,
967,19260409,   17,     ,
967,19260410,    6,     ,
967,19260411,    4,     ,
967,19260412,    0,     ,
967,19260413,    0,     ,
967,19260414,    0,     ,
967,19260415,    0,     ,
967,19260416,   17,     ,
967,19260417,    0,     ,
967,19260418,    5,     ,
967,19260419,   22,     ,
967,19260420,    4,     ,
967,19260421,   98,     ,
967,19260422,   29,     ,
967,19260423,    3,     ,
967,19260424,    0,     ,
967,19260425,    0,     ,
967,19260426,   52,     ,
967,19260427,   73,     ,
967,19260428,    0,     ,
967,19260429,    2,     ,
967,19260430,    1,     ,
967,19260501,    0,     ,
967,19260502,    0,     ,
967,19260503,    0,     ,
967,19260504,    0,     ,
967,19260505,    0,     ,
967,19260506,    7,     ,
967,19260507,    0,     ,
967,19260508,    2,     ,
967,19260509,   37,     ,
967,19260510,   32,     ,
967,19260511,    2,     ,
967,19260512,    0,     ,
967,19260513,   56,     ,
967,19260514,    0,     ,
967,19260515,    0,     ,
967,19260516,   94,     ,
967,19260517,  436,     ,
967,19260518,   52,     ,
967,19260519,   42,     ,
967,19260520,    2,     ,
967,19260521,    0,     ,
967,19260522,    0,     ,
967,19260523,   33,     ,
967,19260524,    5,     ,
967,19260525,   13,     ,
967,19260526,    0,     ,
967,19260527,    0,     ,
967,19260528,    0,     ,
967,19260529,   23,     ,
967,19260530,   19,     ,
967,19260531,   67,     ,
967,19260601,   99,     ,
967,19260602,   21,     ,
967,19260603,   15,     ,
967,19260604,    0,     ,
967,19260605,    0,     ,
967,19260606,    0,     ,
967,19260607,   11,     ,
967,19260608,    0,     ,
967,19260609,    7,     ,
967,19260610,  157,     ,
967,19260611,   13,     ,
967,19260612,   14,     ,
967,19260613,   76,     ,
967,19260614,   84,     ,
967,19260615,    0,     ,
967,19260616,   63,     ,
967,19260617,    0,     ,
967,19260618,   82,     ,
967,19260619,   12,     ,
967,19260620,    0,     ,
967,19260621,    0,     ,
967,19260622,    0,     ,
967,19260623,   13,     ,
967,19260624,    0,     ,
967,19260625,    3,     ,
967,19260626,   15,     ,
967,19260627,    0,     ,
967,19260628,    0,     ,
967,19260629,    0,     ,
967,19260630,    0,     ,
967,19260701,    1,     ,
967,19260702,    4,     ,
967,19260703,    0,     ,
967,19260704,    0,     ,
967,19260705,  147,     ,
967,19260706,    0,     ,
967,19260707,   43,     ,
967,19260708,   67,     ,
967,19260709,    4,     ,
967,19260710,   18,     ,
967,19260711,  191,     ,
967,19260712,    0,     ,
967,19260713,    0,     ,
967,19260714,    0,     ,
967,19260715,    0,     ,
967,19260716,    0,     ,
967,19260717,    0,     ,
967,19260718,    0,     ,
967,19260719,    2,     ,
967,19260720,   47,     ,
967,19260721,  107,     ,
967,19260722,   48,     ,
967,19260723,    0,     ,
967,19260724,    0,     ,
967,19260725,    9,     ,
967,19260726,   58,     ,
967,19260727,    0,     ,
967,19260728,    0,     ,
967,19260729,   28,     ,
967,19260730,    8,     ,
967,19260731,    8,     ,
967,19260801,    4,     ,
967,19260802,    0,     ,
967,19260803,    0,     ,
967,19260804,    0,     ,
967,19260805,    0,     ,
967,19260806,    0,     ,
967,19260807,   73,     ,
967,19260808,   81,     ,
967,19260809,    0,     ,
967,19260810,    0,     ,
967,19260811,   54,     ,
967,19260812,  124,     ,
967,19260813,   34,     ,
967,19260814,    9,     ,
967,19260815,    0,     ,
967,19260816,    0,     ,
967,19260817,    3,     ,
967,19260818,   20,     ,
967,19260819,    8,     ,
967,19260820,    0,     ,
967,19260821,   76,     ,
967,19260822,   95,     ,
967,19260823,   13,     ,
967,19260824,    0,     ,
967,19260825,    2,     ,
967,19260826,   24,     ,
967,19260827,    0,     ,
967,19260828,    0,     ,
967,19260829,    0,     ,
967,19260830,    0,     ,
967,19260831,    0,     ,
967,19260901,    0,     ,
967,19260902,    0,     ,
967,19260903,    0,     ,
967,19260904,    0,     ,
967,19260905,    0,     ,
967,19260906,    1,     ,
967,19260907,   24,     ,
967,19260908,   24,     ,
967,19260909,    0,     ,
967,19260910,    0,     ,
967,19260911,    0,     ,
967,19260912,    0,     ,
967,19260913,    7,     ,
967,19260914,    8,     ,
967,19260915,    4,     ,
967,19260916,   64,     ,
967,19260917,    0,     ,
967,19260918,    0,     ,
967,19260919,    0,     ,
967,19260920,    0,     ,
967,19260921,    1,     ,
967,19260922,    6,     ,
967,19260923,    0,     ,
967,19260924,    0,     ,
967,19260925,   30,     ,
967,19260926,    0,     ,
967,19260927,   52,     ,
967,19260928,   49,     ,
967,19260929,   43,     ,
967,19260930,   25,     ,
967,19261001,    9,     ,
967,19261002,    1,     ,
967,19261003,    0,     ,
967,19261004,    0,     ,
967,19261005,    0,     ,
967,19261006,    0,     ,
967,19261007,    0,     ,
967,19261008,  102,     ,
967,19261009,   36,     ,
967,19261010,   47,     ,
967,19261011,   45,     ,
967,19261012,   61,     ,
967,19261013,  191,     ,
967,19261014,    0,     ,
967,19261015,  260,     ,
967,19261016,  200,     ,
967,19261017,    5,     ,
967,19261018,    0,     ,
967,19261019,    0,     ,
967,19261020,    0,     ,
967,19261021,    0,     ,
967,19261022,    4,     ,
967,19261023,    0,     ,
967,19261024,    0,     ,
967,19261025,   68,     ,
967,19261026,  202,     ,
967,19261027,   16,     ,
967,19261028,    0,     ,
967,19261029,   14,     ,
967,19261030,  174,     ,
967,19261031,   58,     ,
967,19261101,  292,     ,
967,19261102,    0,     ,
967,19261103,    0,     ,
967,19261104,    0,     ,
967,19261105,    1,     ,
967,19261106,   43,     ,
967,19261107,  242,     ,
967,19261108,   48,     ,
967,19261109,    6,     ,
967,19261110,    4,     ,
967,19261111,    0,     ,
967,19261112,    0,     ,
967,19261113,    0,     ,
967,19261114,   98,     ,
967,19261115,    8,     ,
967,19261116,    0,     ,
967,19261117,    5,     ,
967,19261118,   10,     ,
967,19261119,    0,     ,
967,19261120,    0,     ,
967,19261121,   59,     ,
967,19261122,    9,     ,
967,19261123,    0,     ,
967,19261124,   44,     ,
967,19261125,   11,     ,
967,19261126,    1,     ,
967,19261127,    0,     ,
967,19261128,    0,     ,
967,19261129,    0,     ,
967,19261130,    0,     ,
967,19261201,    0,     ,
967,19261202,    0,     ,
967,19261203,    0,     ,
967,19261204,   48,     ,
967,19261205,    1,     ,
967,19261206,    2,     ,
967,19261207,    0,     ,
967,19261208,    7,     ,
967,19261209,    1,     ,
967,19261210,    1,     ,
967,19261211,    0,     ,
967,19261212,    0,     ,
967,19261213,    2,     ,
967,19261214,    0,     ,
967,19261215,   24,     ,
967,19261216,    0,     ,
967,19261217,   11,     ,
967,19261218,   52,     ,
967,19261219,   48,     ,
967,19261220,   10,     ,
967,19261221,   42,     ,
967,19261222,   29,     ,
967,19261223,   11,     ,
967,19261224,    0,     ,
967,19261225,    0,     ,
967,19261226,    0,     ,
967,19261227,    0,     ,
967,19261228,    0,     ,
967,19261229,   48,     ,
967,19261230,   12,     ,
967,19261231,    0,     ,
967,19270101,   14,     ,
967,19270102,    0,     ,
967,19270103,    0,     ,
967,19270104,   29,     ,
967,19270105,   15,     ,
967,19270106,    8,     ,
967,19270107,   32,     ,
967,19270108,    9,     ,
967,19270109,   59,     ,
967,19270110,    5,     ,
967,19270111,    0,     ,
967,19270112,   44,     ,
967,19270113,   38,     ,
967,19270114,   44,     ,
967,19270115,   24,     ,
967,19270116,   25,     ,
967,19270117,    9,     ,
967,19270118,    0,     ,
967,19270119,    0,     ,
967,19270120,    0,     ,
967,19270121,    5,     ,
967,19270122,    0,     ,
967,19270123,    0,     ,
967,19270124,   11,     ,
967,19270125,    0,     ,
967,19270126,    0,     ,
967,19270127,    4,     ,
967,19270128,   16,     ,
967,19270129,    0,     ,
967,19270130,    5,     ,
967,19270131,   50,     ,
967,19270201,   30,     ,
967,19270202,  174,     ,
967,19270203,   27,     ,
967,19270204,    0,     ,
967,19270205,   12,     ,
967,19270206,   90,     ,
967,19270207,    2,     ,
967,19270208,    0,     ,
967,19270209,    0,     ,
967,19270210,    0,     ,
967,19270211,    0,     ,
967,19270212,    0,     ,
967,19270213,    0,     ,
967,19270214,    0,     ,
967,19270215,    1,     ,
967,19270216,    0,     ,
967,19270217,   35,     ,
967,19270218,    9,     ,
967,19270219,    5,     ,
967,19270220,    0,     ,
967,19270221,  161,     ,
967,19270222,    4,     ,
967,19270223,   16,     ,
967,19270224,    0,     ,
967,19270225,    0,     ,
967,19270226,   48,     ,
967,19270227,   29,     ,
967,19270228,   61,     ,
967,19270301,    8,     ,
967,19270302,    9,     ,
967,19270303,   49,     ,
967,19270304,    3,     ,
967,19270305,    1,     ,
967,19270306,    3,     ,
967,19270307,    4,     ,
967,19270308,   49,     ,
967,19270309,   15,     ,
967,19270310,    0,     ,
967,19270311,    5,     ,
967,19270312,   15,     ,
967,19270313,    0,     ,
967,19270314,    0,     ,
967,19270315,    8,     ,
967,19270316,    0,     ,
967,19270317,    0,     ,
967,19270318,    0,     ,
967,19270319,    0,     ,
967,19270320,    0,     ,
967,19270321,    0,     ,
967,19270322,    0,     ,
967,19270323,   10,     ,
967,19270324,   84,     ,
967,19270325,    0,     ,
967,19270326,   60,     ,
967,19270327,   32,     ,
967,19270328,    1,     ,
967,19270329,    0,     ,
967,19270330,   24,     ,
967,19270331,   75,     ,
967,19270401,   53,     ,
967,19270402,    3,     ,
967,19270403,    3,     ,
967,19270404,   16,     ,
967,19270405,   21,     ,
967,19270406,  135,     ,
967,19270407,   70,     ,
967,19270408,   81,     ,
967,19270409,   23,     ,
967,19270410,    0,     ,
967,19270411,    0,     ,
967,19270412,   22,     ,
967,19270413,   11,     ,
967,19270414,    0,     ,
967,19270415,  152,     ,
967,19270416,   19,     ,
967,19270417,    0,     ,
967,19270418,    0,     ,
967,19270419,    0,     ,
967,19270420,    0,     ,
967,19270421,    0,     ,
967,19270422,    0,     ,
967,19270423,    1,     ,
967,19270424,   11,     ,
967,19270425,   81,     ,
967,19270426,   46,     ,
967,19270427,    2,     ,
967,19270428,    0,     ,
967,19270429,    3,     ,
967,19270430,    5,     ,
967,19270501,    0,     ,
967,19270502,    0,     ,
967,19270503,    0,     ,
967,19270504,    0,     ,
967,19270505,    0,     ,
967,19270506,    1,     ,
967,19270507,    0,     ,
967,19270508,    0,     ,
967,19270509,    0,     ,
967,19270510,    0,     ,
967,19270511,    0,     ,
967,19270512,    0,     ,
967,19270513,   17,     ,
967,19270514,    0,     ,
967,19270515,    0,     ,
967,19270516,    0,     ,
967,19270517,    0,     ,
967,19270518,    2,     ,
967,19270519,    0,     ,
967,19270520,    0,     ,
967,19270521,    0,     ,
967,19270522,   20,     ,
967,19270523,   60,     ,
967,19270524,    6,     ,
967,19270525,   22,     ,
967,19270526,    0,     ,
967,19270527,    0,     ,
967,19270528,    0,     ,
967,19270529,   41,     ,
967,19270530,    1,     ,
967,19270531,   94,     ,
967,19270601,   31,     ,
967,19270602,   65,     ,
967,19270603,  140,     ,
967,19270604,    6,     ,
967,19270605,    7,     ,
967,19270606,   52,     ,
967,19270607,   23,     ,
967,19270608,    7,     ,
967,19270609,   14,     ,
967,19270610,   34,     ,
967,19270611,    0,     ,
967,19270612,   45,     ,
967,19270613,   89,     ,
967,19270614,   14,     ,
967,19270615,   96,     ,
967,19270616,    0,     ,
967,19270617,    0,     ,
967,19270618,  147,     ,
967,19270619,   27,     ,
967,19270620,   72,     ,
967,19270621,    0,     ,
967,19270622,   10,     ,
967,19270623,    0,     ,
967,19270624,   85,     ,
967,19270625,  261,     ,
967,19270626,   62,     ,
967,19270627,   57,     ,
967,19270628,    9,     ,
967,19270629,   55,     ,
967,19270630,    0,     ,
967,19270701,   12,     ,
967,19270702,    2,     ,
967,19270703,   26,     ,
967,19270704,    0,     ,
967,19270705,    0,     ,
967,19270706,   20,     ,
967,19270707,   49,     ,
967,19270708,    0,     ,
967,19270709,    0,     ,
967,19270710,   95,     ,
967,19270711,  384,     ,
967,19270712,   48,     ,
967,19270713,    3,     ,
967,19270714,    4,     ,
967,19270715,   14,     ,
967,19270716,   54,     ,
967,19270717,    0,     ,
967,19270718,    6,     ,
967,19270719,   29,     ,
967,19270720,    0,     ,
967,19270721,    0,     ,
967,19270722,   55,     ,
967,19270723,  183,     ,
967,19270724,    8,     ,
967,19270725,    4,     ,
967,19270726,    0,     ,
967,19270727,    0,     ,
967,19270728,   72,     ,
967,19270729,    0,     ,
967,19270730,    0,     ,
967,19270731,    0,     ,
967,19270801,    0,     ,
967,19270802,    0,     ,
967,19270803,    0,     ,
967,19270804,    0,     ,
967,19270805,    0,     ,
967,19270806,    0,     ,
967,19270807,   27,     ,
967,19270808,    0,     ,
967,19270809,    1,     ,
967,19270810,   56,     ,
967,19270811,  154,     ,
967,19270812,    0,     ,
967,19270813,    1,     ,
967,19270814,   69,     ,
967,19270815,   97,     ,
967,19270816,   12,     ,
967,19270817,   18,     ,
967,19270818,    7,     ,
967,19270819,   94,     ,
967,19270820,   68,     ,
967,19270821,  146,     ,
967,19270822,   15,     ,
967,19270823,   31,     ,
967,19270824,   46,     ,
967,19270825,   76,     ,
967,19270826,   80,     ,
967,19270827,    6,     ,
967,19270828,    0,     ,
967,19270829,    0,     ,
967,19270830,    0,     ,
967,19270831,    0,     ,
967,19270901,    0,     ,
967,19270902,    0,     ,
967,19270903,    0,     ,
967,19270904,    0,     ,
967,19270905,    0,     ,
967,19270906,    1,     ,
967,19270907,   16,     ,
967,19270908,   18,     ,
967,19270909,    2,     ,
967,19270910,   29,     ,
967,19270911,  136,     ,
967,19270912,   20,     ,
967,19270913,  119,     ,
967,19270914,   96,     ,
967,19270915,   47,     ,
967,19270916,   50,     ,
967,19270917,    4,     ,
967,19270918,   19,     ,
967,19270919,   88,     ,
967,19270920,   22,     ,
967,19270921,    7,     ,
967,19270922,    0,     ,
967,19270923,   30,     ,
967,19270924,   10,     ,
967,19270925,    1,     ,
967,19270926,    1,     ,
967,19270927,    6,     ,
967,19270928,    0,     ,
967,19270929,    0,     ,
967,19270930,   48,     ,
967,19271001,    0,     ,
967,19271002,    6,     ,
967,19271003,   12,     ,
967,19271004,    0,     ,
967,19271005,    0,     ,
967,19271006,    0,     ,
967,19271007,    0,     ,
967,19271008,    1,     ,
967,19271009,    0,     ,
967,19271010,    0,     ,
967,19271011,    0,     ,
967,19271012,    0,     ,
967,19271013,    0,     ,
967,19271014,    1,     ,
967,19271015,   27,     ,
967,19271016,    0,     ,
967,19271017,   10,     ,
967,19271018,   11,     ,
967,19271019,    0,     ,
967,19271020,   16,     ,
967,19271021,    0,     ,
967,19271022,    0,     ,
967,19271023,   88,     ,
967,19271024,   15,     ,
967,19271025,    0,     ,
967,19271026,    0,     ,
967,19271027,    0,     ,
967,19271028,    2,     ,
967,19271029,    0,     ,
967,19271030,    0,     ,
967,19271031,    0,     ,
967,19271101,    3,     ,
967,19271102,   38,     ,
967,19271103,    5,     ,
967,19271104,    1,     ,
967,19271105,   17,     ,
967,19271106,   35,     ,
967,19271107,  138,     ,
967,19271108,   54,     ,
967,19271109,   56,     ,
967,19271110,   10,     ,
967,19271111,    0,     ,
967,19271112,    7,     ,
967,19271113,    8,     ,
967,19271114,    0,     ,
967,19271115,    5,     ,
967,19271116,   25,     ,
967,19271117,  106,     ,
967,19271118,    2,     ,
967,19271119,    0,     ,
967,19271120,   11,     ,
967,19271121,   47,     ,
967,19271122,   15,     ,
967,19271123,    0,     ,
967,19271124,    4,     ,
967,19271125,   76,     ,
967,19271126,    0,     ,
967,19271127,    0,     ,
967,19271128,    0,     ,
967,19271129,    0,     ,
967,19271130,    0,     ,
967,19271201,    0,     ,
967,19271202,    0,     ,
967,19271203,    0,     ,
967,19271204,    0,     ,
967,19271205,    0,     ,
967,19271206,    0,     ,
967,19271207,    0,     ,
967,19271208,    0,     ,
967,19271209,    0,     ,
967,19271210,    6,     ,
967,19271211,    0,     ,
967,19271212,    0,     ,
967,19271213,    0,     ,
967,19271214,    4,     ,
967,19271215,   63,     ,
967,19271216,    1,     ,
967,19271217,    0,     ,
967,19271218,    3,     ,
967,19271219,    0,     ,
967,19271220,    0,     ,
967,19271221,    0,     ,
967,19271222,   31,     ,
967,19271223,   98,     ,
967,19271224,   50,     ,
967,19271225,   45,     ,
967,19271226,  134,     ,
967,19271227,   96,     ,
967,19271228,    0,     ,
967,19271229,    0,     ,
967,19271230,    0,     ,
967,19271231,    0,     ,
967,19280101,    0,     ,
967,19280102,    0,     ,
967,19280103,    0,     ,
967,19280104,    1,     ,
967,19280105,   65,     ,
967,19280106,   34,     ,
967,19280107,   43,     ,
967,19280108,   39,     ,
967,19280109,    6,     ,
967,19280110,    2,     ,
967,19280111,   11,     ,
967,19280112,   15,     ,
967,19280113,   41,     ,
967,19280114,    4,     ,
967,19280115,   29,     ,
967,19280116,    7,     ,
967,19280117,   22,     ,
967,19280118,    5,     ,
967,19280119,   35,     ,
967,19280120,   53,     ,
967,19280121,    0,     ,
967,19280122,    0,     ,
967,19280123,   30,     ,
967,19280124,   68,     ,
967,19280125,    2,     ,
967,19280126,    2,     ,
967,19280127,   15,     ,
967,19280128,    0,     ,
967,19280129,    0,     ,
967,19280130,    0,     ,
967,19280131,    0,     ,
967,19280201,   27,     ,
967,19280202,   50,     ,
967,19280203,   30,     ,
967,19280204,   32,     ,
967,19280205,    2,     ,
967,19280206,   37,     ,
967,19280207,    0,     ,
967,19280208,    3,     ,
967,19280209,    5,     ,
967,19280210,   11,     ,
967,19280211,  106,     ,
967,19280212,   58,     ,
967,19280213,   12,     ,
967,19280214,   56,     ,
967,19280215,   40,     ,
967,19280216,   54,     ,
967,19280217,   14,     ,
967,19280218,   13,     ,
967,19280219,    0,     ,
967,19280220,    2,     ,
967,19280221,    0,     ,
967,19280222,    0,     ,
967,19280223,    0,     ,
967,19280224,    0,     ,
967,19280225,    0,     ,
967,19280226,    0,     ,
967,19280227,    0,     ,
967,19280228,    0,     ,
967,19280229,    0,     ,
967,19280301,    0,     ,
967,19280302,    0,     ,
967,19280303,    0,     ,
967,19280304,    0,     ,
967,19280305,    0,     ,
967,19280306,    0,     ,
967,19280307,    8,     ,
967,19280308,   42,     ,
967,19280309,    2,     ,
967,19280310,    0,     ,
967,19280311,    0,     ,
967,19280312,    0,     ,
967,19280313,    0,     ,
967,19280314,    0,     ,
967,19280315,    0,     ,
967,19280316,    0,     ,
967,19280317,    0,     ,
967,19280318,    0,     ,
967,19280319,    0,     ,
967,19280320,    0,     ,
967,19280321,    0,     ,
967,19280322,   42,     ,
967,19280323,    5,     ,
967,19280324,   41,     ,
967,19280325,    0,     ,
967,19280326,    0,     ,
967,19280327,    0,     ,
967,19280328,    1,     ,
967,19280329,   11,     ,
967,19280330,   27,     ,
967,19280331,   41,     ,
967,19280401,    1,     ,
967,19280402,    0,     ,
967,19280403,    0,     ,
967,19280404,   61,     ,
967,19280405,  108,     ,
967,19280406,  112,     ,
967,19280407,   12,     ,
967,19280408,    0,     ,
967,19280409,    0,     ,
967,19280410,    0,     ,
967,19280411,    0,     ,
967,19280412,   32,     ,
967,19280413,    2,     ,
967,19280414,   18,     ,
967,19280415,   46,     ,
967,19280416,   69,     ,
967,19280417,    5,     ,
967,19280418,    6,     ,
967,19280419,   34,     ,
967,19280420,   46,     ,
967,19280421,    4,     ,
967,19280422,    4,     ,
967,19280423,    4,     ,
967,19280424,    0,     ,
967,19280425,    0,     ,
967,19280426,    0,     ,
967,19280427,    0,     ,
967,19280428,    0,     ,
967,19280429,    0,     ,
967,19280430,   52,     ,
967,19280501,   66,     ,
967,19280502,    0,     ,
967,19280503,    4,     ,
967,19280504,    0,     ,
967,19280505,    0,     ,
967,19280506,    0,     ,
967,19280507,    0,     ,
967,19280508,    0,     ,
967,19280509,    2,     ,
967,19280510,   12,     ,
967,19280511,    4,     ,
967,19280512,    0,     ,
967,19280513,   15,     ,
967,19280514,    0,     ,
967,19280515,    0,     ,
967,19280516,   35,     ,
967,19280517,   49,     ,
967,19280518,   42,     ,
967,19280519,   44,     ,
967,19280520,   47,     ,
967,19280521,   27,     ,
967,19280522,  175,     ,
967,19280523,   15,     ,
967,19280524,    0,     ,
967,19280525,    0,     ,
967,19280526,    0,     ,
967,19280527,    0,     ,
967,19280528,    0,     ,
967,19280529,    0,     ,
967,19280530,    0,     ,
967,19280531,    0,     ,
967,19280601,    0,     ,
967,19280602,    0,     ,
967,19280603,    0,     ,
967,19280604,    0,     ,
967,19280605,    0,     ,
967,19280606,    0,     ,
967,19280607,    0,     ,
967,19280608,   50,     ,
967,19280609,   12,     ,
967,19280610,   42,     ,
967,19280611,   37,     ,
967,19280612,    4,     ,
967,19280613,    0,     ,
967,19280614,   17,     ,
967,19280615,   16,     ,
967,19280616,    3,     ,
967,19280617,   28,     ,
967,19280618,  116,     ,
967,19280619,   14,     ,
967,19280620,    2,     ,
967,19280621,  111,     ,
967,19280622,    0,     ,
967,19280623,   14,     ,
967,19280624,    0,     ,
967,19280625,    0,     ,
967,19280626,    0,     ,
967,19280627,   43,     ,
967,19280628,    4,     ,
967,19280629,    0,     ,
967,19280630,    0,     ,
967,19280701,    0,     ,
967,19280702,    0,     ,
967,19280703,    0,     ,
967,19280704,  199,     ,
967,19280705,   12,     ,
967,19280706,    0,     ,
967,19280707,   24,     ,
967,19280708,    0,     ,
967,19280709,    0,     ,
967,19280710,    3,     ,
967,19280711,    0,     ,
967,19280712,    0,     ,
967,19280713,    0,     ,
967,19280714,    0,     ,
967,19280715,    0,     ,
967,19280716,    0,     ,
967,19280717,    6,     ,
967,19280718,    0,     ,
967,19280719,    0,     ,
967,19280720,    0,     ,
967,19280721,    0,     ,
967,19280722,    0,     ,
967,19280723,    0,     ,
967,19280724,    0,     ,
967,19280725,    6,     ,
967,19280726,    6,     ,
967,19280727,    0,     ,
967,19280728,    6,     ,
967,19280729,   81,     ,
967,19280730,   26,     ,
967,19280731,    0,     ,
967,19280801,    6,     ,
967,19280802,  187,     ,
967,19280803,    0,     ,
967,19280804,    8,     ,
967,19280805,  272,     ,
967,19280806,    5,     ,
967,19280807,    0,     ,
967,19280808,    0,     ,
967,19280809,    0,     ,
967,19280810,    0,     ,
967,19280811,    2,     ,
967,19280812,    0,     ,
967,19280813,    0,     ,
967,19280814,    0,     ,
967,19280815,   35,     ,
967,19280816,   52,     ,
967,19280817,   53,     ,
967,19280818,    4,     ,
967,19280819,    0,     ,
967,19280820,    0,     ,
967,19280821,    0,     ,
967,19280822,    0,     ,
967,19280823,   22,     ,
967,19280824,    6,     ,
967,19280825,   27,     ,
967,19280826,   15,     ,
967,19280827,   35,     ,
967,19280828,    6,     ,
967,19280829,    2,     ,
967,19280830,   34,     ,
967,19280831,   12,     ,
967,19280901,    0,     ,
967,19280902,    0,     ,
967,19280903,    0,     ,
967,19280904,    0,     ,
967,19280905,    0,     ,
967,19280906,    0,     ,
967,19280907,    0,     ,
967,19280908,    0,     ,
967,19280909,    0,     ,
967,19280910,    0,     ,
967,19280911,    0,     ,
967,19280912,    0,     ,
967,19280913,    0,     ,
967,19280914,    0,     ,
967,19280915,    0,     ,
967,19280916,    0,     ,
967,19280917,    0,     ,
967,19280918,    0,     ,
967,19280919,    0,     ,
967,19280920,    0,     ,
967,19280921,    0,     ,
967,19280922,    0,     ,
967,19280923,   36,     ,
967,19280924,   34,     ,
967,19280925,    6,     ,
967,19280926,    0,     ,
967,19280927,    0,     ,
967,19280928,    0,     ,
967,19280929,    9,     ,
967,19280930,    0,     ,
967,19281001,    0,     ,
967,19281002,    0,     ,
967,19281003,   17,     ,
