DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
967,19550927,    0,     ,
967,19550928,   50,     ,
967,19550929,   20,     ,
967,19550930,    0,     ,
967,19551001,    7,     ,
967,19551002,    0,     ,
967,19551003,    0,     ,
967,19551004,    0,     ,
967,19551005,    1,     ,
967,19551006,   73,     ,
967,19551007,   67,     ,
967,19551008,   50,     ,
967,19551009,    0,     ,
967,19551010,    0,     ,
967,19551011,    0,     ,
967,19551012,    0,     ,
967,19551013,    1,     ,
967,19551014,    2,     ,
967,19551015,    1,     ,
967,19551016,   13,     ,
967,19551017,    2,     ,
967,19551018,    0,     ,
967,19551019,    1,     ,
967,19551020,    0,     ,
967,19551021,    1,     ,
967,19551022,   45,     ,
967,19551023,    0,     ,
967,19551024,    1,     ,
967,19551025,    7,     ,
967,19551026,    0,     ,
967,19551027,  115,     ,
967,19551028,   53,     ,
967,19551029,   30,     ,
967,19551030,    1,     ,
967,19551031,    6,     ,
967,19551101,    0,     ,
967,19551102,    0,     ,
967,19551103,    0,     ,
967,19551104,   10,     ,
967,19551105,   88,     ,
967,19551106,    3,     ,
967,19551107,    0,     ,
967,19551108,    5,     ,
967,19551109,   30,     ,
967,19551110,    8,     ,
967,19551111,    0,     ,
967,19551112,    1,     ,
967,19551113,    2,     ,
967,19551114,    0,     ,
967,19551115,    6,     ,
967,19551116,    3,     ,
967,19551117,    0,     ,
967,19551118,    0,     ,
967,19551119,   16,     ,
967,19551120,    3,     ,
967,19551121,   20,     ,
967,19551122,    0,     ,
967,19551123,    3,     ,
967,19551124,   23,     ,
967,19551125,   32,     ,
967,19551126,    0,     ,
967,19551127,    2,     ,
967,19551128,    0,     ,
967,19551129,    2,     ,
967,19551130,    0,     ,
967,19551201,    1,     ,
967,19551202,    0,     ,
967,19551203,    0,     ,
967,19551204,   66,     ,
967,19551205,    1,     ,
967,19551206,    1,     ,
967,19551207,    2,     ,
967,19551208,    1,     ,
967,19551209,    0,     ,
967,19551210,   65,     ,
967,19551211,   40,     ,
967,19551212,    1,     ,
967,19551213,    0,     ,
967,19551214,    5,     ,
967,19551215,   50,     ,
967,19551216,   84,     ,
967,19551217,   55,     ,
967,19551218,   46,     ,
967,19551219,    0,     ,
967,19551220,    0,     ,
967,19551221,    8,     ,
967,19551222,    6,     ,
967,19551223,    1,     ,
967,19551224,    8,     ,
967,19551225,   20,     ,
967,19551226,    3,     ,
967,19551227,   65,     ,
967,19551228,   29,     ,
967,19551229,   14,     ,
967,19551230,   19,     ,
967,19551231,    0,     ,
967,19560101,   27,    0,
967,19560102,   86,    0,
967,19560103,    1,    0,
967,19560104,    0,    0,
967,19560105,    0,    0,
967,19560106,    1,    0,
967,19560107,    2,    0,
967,19560108,   25,    4,
967,19560109,   40,    8,
967,19560110,   40,   15,
967,19560111,    9,    4,
967,19560112,   23,    0,
967,19560113,   24,    0,
967,19560114,    0,    0,
967,19560115,    8,    0,
967,19560116,    7,    0,
967,19560117,    0,    0,
967,19560118,    0,    0,
967,19560119,   26,    0,
967,19560120,    1,    0,
967,19560121,   30,    0,
967,19560122,   35,    0,
967,19560123,   25,    0,
967,19560124,   80,    0,
967,19560125,   40,  997,
967,19560126,    7,    0,
967,19560127,  126,    0,
967,19560128,    0,    0,
967,19560129,   22,    0,
967,19560130,  105,    0,
967,19560131,    3,    0,
967,19560201,    0,    0,
967,19560202,    0,    0,
967,19560203,    0,    0,
967,19560204,    0,    0,
967,19560205,    2,    0,
967,19560206,   23,    0,
967,19560207,    0,    0,
967,19560208,    0,    0,
967,19560209,   20,    0,
967,19560210,    0,    0,
967,19560211,    0,    2,
967,19560212,    0,  997,
967,19560213,   43,    8,
967,19560214,    0,    8,
967,19560215,   35,   15,
967,19560216,   10,   15,
967,19560217,    0,   15,
967,19560218,    3,   15,
967,19560219,    1,   15,
967,19560220,   14,   15,
967,19560221,    0,   15,
967,19560222,    0,   15,
967,19560223,    0,    8,
967,19560224,    0,    8,
967,19560225,    0,    8,
967,19560226,    0,    8,
967,19560227,    0,    8,
967,19560228,    1,    4,
967,19560229,   11,    0,
967,19560301,   30,    0,
967,19560302,   14,    0,
967,19560303,   96,    0,
967,19560304,   90,    0,
967,19560305,   22,    0,
967,19560306,    3,    0,
967,19560307,   19,    0,
967,19560308,    0,    0,
967,19560309,    0,    0,
967,19560310,    0,    0,
967,19560311,    0,    0,
967,19560312,    0,    0,
967,19560313,    0,    0,
967,19560314,    0,    0,
967,19560315,   10,    2,
967,19560316,    0,    0,
967,19560317,    0,    0,
967,19560318,    0,    0,
967,19560319,    0,    0,
967,19560320,   17,    0,
967,19560321,    4,    0,
967,19560322,    0,    0,
967,19560323,    0,    0,
967,19560324,    0,    0,
967,19560325,    0,    0,
967,19560326,    0,    0,
967,19560327,    0,    0,
967,19560328,    0,    0,
967,19560329,    0,    0,
967,19560330,    0,    0,
967,19560331,    0,    0,
967,19560401,    0,    0,
967,19560402,    1,    0,
967,19560403,    0,    0,
967,19560404,    3,    0,
967,19560405,   15,    0,
967,19560406,   36,  997,
967,19560407,    7,    0,
967,19560408,    1,    0,
967,19560409,    0,    0,
967,19560410,    0,    0,
967,19560411,   10,    0,
967,19560412,    3,    0,
967,19560413,  100,    0,
967,19560414,   94,    0,
967,19560415,  118,    0,
967,19560416,   21,    0,
967,19560417,    0,    0,
967,19560418,    0,    0,
967,19560419,   10,    0,
967,19560420,    0,    0,
967,19560421,    0,    0,
967,19560422,    0,    0,
967,19560423,    0,    0,
967,19560424,    0,    0,
967,19560425,    0,    0,
967,19560426,    0,    0,
967,19560427,    7,    0,
967,19560428,    5,    0,
967,19560429,    0,    0,
967,19560430,    0,    0,
967,19560501,    7,    0,
967,19560502,    0,    0,
967,19560503,    0,    0,
967,19560504,    0,    0,
967,19560505,    0,    0,
967,19560506,    0,    0,
967,19560507,    0,    0,
967,19560508,    0,    0,
967,19560509,    0,    0,
967,19560510,   18,    0,
967,19560511,   34,    0,
967,19560512,   57,    0,
967,19560513,    0,    0,
967,19560514,    0,    0,
967,19560515,    3,    0,
967,19560516,    0,    0,
967,19560517,   30,    0,
967,19560518,    0,    0,
967,19560519,   14,    0,
967,19560520,    0,    0,
967,19560521,    0,    0,
967,19560522,    0,    0,
967,19560523,    0,    0,
967,19560524,  142,    0,
967,19560525,  214,    0,
967,19560526,  104,    0,
967,19560527,    0,    0,
967,19560528,    0,    0,
967,19560529,    4,    0,
967,19560530,   44,    0,
967,19560531,    1,    0,
967,19560601,   75,    0,
967,19560602,    0,    0,
967,19560603,    0,    0,
967,19560604,    2,    0,
967,19560605,   56,    0,
967,19560606,    0,    0,
967,19560607,    0,    0,
967,19560608,    8,    0,
967,19560609,    1,    0,
967,19560610,  107,    0,
967,19560611,   84,    0,
967,19560612,  235,    0,
967,19560613,   14,    0,
967,19560614,    4,    0,
967,19560615,    1,    0,
967,19560616,   15,    0,
967,19560617,   45,    0,
967,19560618,   81,    0,
967,19560619,    1,    0,
967,19560620,   15,    0,
967,19560621,    3,    0,
967,19560622,    1,    0,
967,19560623,    0,    0,
967,19560624,    0,    0,
967,19560625,   13,    0,
967,19560626,    0,    0,
967,19560627,    9,    0,
967,19560628,    0,    0,
967,19560629,  106,    0,
967,19560630,   30,    0,
967,19560701,    0,    0,
967,19560702,   64,    0,
967,19560703,    2,    0,
967,19560704,   28,    0,
967,19560705,   22,    0,
967,19560706,   31,    0,
967,19560707,    0,    0,
967,19560708,    0,    0,
967,19560709,    0,    0,
967,19560710,  313,    0,
967,19560711,  119,    0,
967,19560712,    0,    0,
967,19560713,    1,    0,
967,19560714,    0,    0,
967,19560715,   61,    0,
967,19560716,  126,    0,
967,19560717,    0,    0,
967,19560718,    0,    0,
967,19560719,  124,    0,
967,19560720,  129,    0,
967,19560721,   30,    0,
967,19560722,  176,    0,
967,19560723,    0,    0,
967,19560724,   23,    0,
967,19560725,   31,    0,
967,19560726,    0,    0,
967,19560727,    0,    0,
967,19560728,   12,    0,
967,19560729,   25,    0,
967,19560730,    0,    0,
967,19560731,    0,    0,
967,19560801,    0,    0,
967,19560802,   75,    0,
967,19560803,  146,    0,
967,19560804,   59,    0,
967,19560805,  258,    0,
967,19560806,   10,    0,
967,19560807,    0,    0,
967,19560808,    0,    0,
967,19560809,    0,    0,
967,19560810,    0,    0,
967,19560811,    0,    0,
967,19560812,   34,    0,
967,19560813,   21,    0,
967,19560814,   11,    0,
967,19560815,    0,    0,
967,19560816,    2,    0,
967,19560817,    5,    0,
967,19560818,   11,    0,
967,19560819,   72,    0,
967,19560820,    1,    0,
967,19560821,    0,    0,
967,19560822,   19,    0,
967,19560823,    0,    0,
967,19560824,   17,    0,
967,19560825,  170,    0,
967,19560826,    2,    0,
967,19560827,    0,    0,
967,19560828,  151,    0,
967,19560829,    9,    0,
967,19560830,   14,    0,
967,19560831,    0,    0,
967,19560901,   19,    0,
967,19560902,    1,    0,
967,19560903,   21,    0,
967,19560904,   36,    0,
967,19560905,   48,    0,
967,19560906,    0,    0,
967,19560907,    6,    0,
967,19560908,   11,    0,
967,19560909,    0,    0,
967,19560910,   23,    0,
967,19560911,    0,    0,
967,19560912,  110,    0,
967,19560913,   15,    0,
967,19560914,   25,    0,
967,19560915,    0,    0,
967,19560916,    0,    0,
967,19560917,    0,    0,
967,19560918,    0,    0,
967,19560919,    0,    0,
967,19560920,    0,    0,
967,19560921,    0,    0,
967,19560922,    0,    0,
967,19560923,    0,    0,
967,19560924,    0,    0,
967,19560925,    0,    0,
967,19560926,    0,    0,
967,19560927,  310,    0,
967,19560928,    0,    0,
967,19560929,   60,    0,
967,19560930,    1,    0,
967,19561001,   85,    0,
967,19561002,  183,    0,
967,19561003,   50,    0,
967,19561004,   30,    0,
967,19561005,   41,    0,
967,19561006,   52,    0,
967,19561007,    5,    0,
967,19561008,   97,    0,
967,19561009,    0,    0,
967,19561010,    3,    0,
967,19561011,    1,    0,
967,19561012,    0,    0,
967,19561013,    0,    0,
967,19561014,    0,    0,
967,19561015,    0,    0,
967,19561016,    0,    0,
967,19561017,    0,    0,
967,19561018,   58,    0,
967,19561019,   98,    0,
967,19561020,    0,    0,
967,19561021,   55,    0,
967,19561022,    1,    0,
967,19561023,    2,    0,
967,19561024,    0,    0,
967,19561025,   10,    0,
967,19561026,   13,    0,
967,19561027,    2,    0,
967,19561028,   50,    0,
967,19561029,   20,    0,
967,19561030,   75,    0,
967,19561031,   36,    0,
967,19561101,    0,    0,
967,19561102,    4,    0,
967,19561103,    3,    0,
967,19561104,   22,    0,
967,19561105,    9,    0,
967,19561106,    7,    0,
967,19561107,    2,    0,
967,19561108,    0,    0,
967,19561109,    0,    0,
967,19561110,    6,    0,
967,19561111,    5,    0,
967,19561112,   44,    0,
967,19561113,    2,    0,
967,19561114,    1,    0,
967,19561115,   38,    0,
967,19561116,    2,    0,
967,19561117,    5,    0,
967,19561118,    1,    0,
967,19561119,    0,    0,
967,19561120,    0,    0,
967,19561121,    0,    0,
967,19561122,    0,    0,
967,19561123,    0,    0,
967,19561124,    0,    0,
967,19561125,    0,    0,
967,19561126,   32,    0,
967,19561127,  112,    0,
967,19561128,    0,    0,
967,19561129,   44,    0,
967,19561130,    8,    0,
967,19561201,    0,    0,
967,19561202,    3,    0,
967,19561203,    2,    0,
967,19561204,   30,    0,
967,19561205,    1,    0,
967,19561206,   34,    0,
967,19561207,    2,    0,
967,19561208,    4,    0,
967,19561209,   10,    0,
967,19561210,    0,    0,
967,19561211,    0,    0,
967,19561212,   39,    0,
967,19561213,   45,    0,
967,19561214,    1,    0,
967,19561215,   32,    0,
967,19561216,   13,    0,
967,19561217,    1,    0,
967,19561218,    0,    0,
967,19561219,    0,    0,
967,19561220,   42,    0,
967,19561221,   65,    0,
967,19561222,   10,    0,
967,19561223,    0,    0,
967,19561224,    4,    0,
967,19561225,    0,    0,
967,19561226,    0,    0,
967,19561227,   11,    2,
967,19561228,    5,  997,
967,19561229,   25,    0,
967,19561230,   12,    0,
967,19561231,    0,    0,
967,19570101,    0,    0,
967,19570102,   24,    0,
967,19570103,    2,    0,
967,19570104,   39,    0,
967,19570105,   12,    0,
967,19570106,   60,    0,
967,19570107,    8,    0,
967,19570108,    0,    0,
967,19570109,    0,    0,
967,19570110,   21,    0,
967,19570111,    9,    0,
967,19570112,    1,    0,
967,19570113,   41,    0,
967,19570114,   12,    0,
967,19570115,    0,    0,
967,19570116,    3,  997,
967,19570117,    0,    0,
967,19570118,    0,    0,
967,19570119,    0,    0,
967,19570120,    9,    0,
967,19570121,    0,    0,
967,19570122,    0,    0,
967,19570123,    0,    0,
967,19570124,    0,    0,
967,19570125,    0,    0,
967,19570126,    8,    0,
967,19570127,   25,    0,
967,19570128,   38,    0,
967,19570129,    0,    0,
967,19570130,    8,    0,
967,19570131,    3,    0,
967,19570201,   58,    0,
967,19570202,   25,    0,
967,19570203,   56,    0,
967,19570204,    0,    0,
967,19570205,    0,    0,
967,19570206,    3,    0,
967,19570207,   22,    0,
967,19570208,   21,    0,
967,19570209,   35,    0,
967,19570210,   27,    0,
967,19570211,   15,    0,
967,19570212,   66,    0,
967,19570213,   41,    0,
967,19570214,   79,    0,
967,19570215,  101,    0,
967,19570216,    6,    0,
967,19570217,   21,    0,
967,19570218,    3,    0,
967,19570219,   13,    0,
967,19570220,  121,    2,
967,19570221,  140,    0,
967,19570222,    0,    0,
967,19570223,    0,    0,
967,19570224,  127,    0,
967,19570225,   85,    0,
967,19570226,   25,    0,
967,19570227,    3,    0,
967,19570228,    0,    0,
967,19570301,    0,    0,
967,19570302,    0,    0,
967,19570303,    0,    0,
967,19570304,    0,    0,
967,19570305,    0,    0,
967,19570306,    0,    0,
967,19570307,   49,    0,
967,19570308,   12,    0,
967,19570309,   85,    0,
967,19570310,    0,    0,
967,19570311,    0,    0,
967,19570312,    0,    0,
967,19570313,    0,    0,
967,19570314,    0,    0,
967,19570315,    0,    0,
967,19570316,   20,    0,
967,19570317,   76,    0,
967,19570318,  134,    0,
967,19570319,   11,    0,
967,19570320,    2,    0,
967,19570321,   10,    0,
967,19570322,    4,    0,
967,19570323,    3,    0,
967,19570324,    0,    0,
967,19570325,   19,    0,
967,19570326,    0,    0,
967,19570327,    5,    0,
967,19570328,   41,    0,
967,19570329,    0,    0,
967,19570330,    0,    0,
967,19570331,    0,    0,
967,19570401,    0,    0,
967,19570402,    0,    0,
967,19570403,    0,    0,
967,19570404,    0,    0,
967,19570405,    0,    0,
967,19570406,    0,    0,
967,19570407,    0,    0,
967,19570408,    0,    0,
967,19570409,    0,    0,
967,19570410,    0,    0,
967,19570411,    0,    0,
967,19570412,   20,    0,
967,19570413,   15,    0,
967,19570414,    9,    0,
967,19570415,    0,    0,
967,19570416,    0,    0,
967,19570417,    0,    0,
967,19570418,    1,    0,
967,19570419,   10,    0,
967,19570420,    0,    0,
967,19570421,    0,    0,
967,19570422,    0,    0,
967,19570423,    0,    0,
967,19570424,    0,    0,
967,19570425,    2,    0,
967,19570426,    4,    0,
967,19570427,    0,    0,
967,19570428,    0,    0,
967,19570429,    0,    0,
967,19570430,    0,    0,
967,19570501,    0,    0,
967,19570502,    0,    0,
967,19570503,    3,    0,
967,19570504,    0,    0,
967,19570505,   86,    0,
967,19570506,   38,    0,
967,19570507,  133,    0,
967,19570508,   13,    0,
967,19570509,    6,    0,
967,19570510,    0,    0,
967,19570511,   18,    0,
967,19570512,   45,    0,
967,19570513,   22,    0,
967,19570514,    4,    0,
967,19570515,    0,    0,
967,19570516,  190,    0,
967,19570517,   29,    0,
967,19570518,    0,    0,
967,19570519,   33,    0,
967,19570520,   45,    0,
967,19570521,    4,    0,
967,19570522,    0,    0,
967,19570523,    0,    0,
967,19570524,  156,    0,
967,19570525,    0,    0,
967,19570526,    0,    0,
967,19570527,    0,    0,
967,19570528,    0,    0,
967,19570529,    0,    0,
967,19570530,    0,    0,
967,19570531,    0,    0,
967,19570601,    0,    0,
967,19570602,    0,    0,
967,19570603,    0,    0,
967,19570604,   39,    0,
967,19570605,   23,    0,
967,19570606,   12,    0,
967,19570607,    0,    0,
967,19570608,    0,    0,
967,19570609,  129,    0,
967,19570610,   14,    0,
967,19570611,  126,    0,
967,19570612,   22,    0,
967,19570613,    0,    0,
967,19570614,    0,    0,
967,19570615,    0,    0,
967,19570616,    0,    0,
967,19570617,    0,    0,
967,19570618,    0,    0,
967,19570619,    0,    0,
967,19570620,    0,    0,
967,19570621,    0,    0,
967,19570622,  168,    0,
967,19570623,   70,    0,
967,19570624,    2,    0,
967,19570625,   43,    0,
967,19570626,   14,    0,
967,19570627,    0,    0,
967,19570628,    0,    0,
967,19570629,    0,    0,
967,19570630,    0,    0,
967,19570701,    0,    0,
967,19570702,  364,    0,
967,19570703,    0,    0,
967,19570704,    0,    0,
967,19570705,    0,    0,
967,19570706,    0,    0,
967,19570707,    0,    0,
967,19570708,    0,    0,
967,19570709,   11,    0,
967,19570710,    0,    0,
967,19570711,   23,    0,
967,19570712,    2,    0,
967,19570713,   20,    0,
967,19570714,   40,    0,
967,19570715,    2,    0,
967,19570716,   33,    0,
967,19570717,   56,    0,
967,19570718,    0,    0,
967,19570719,   22,    0,
967,19570720,    0,    0,
967,19570721,   29,    0,
967,19570722,    2,    0,
967,19570723,    3,    0,
967,19570724,    7,    0,
967,19570725,   67,    0,
967,19570726,   35,    0,
967,19570727,   16,    0,
967,19570728,  102,    0,
967,19570729,   66,    0,
967,19570730,   21,    0,
967,19570731,    0,    0,
967,19570801,    0,    0,
967,19570802,    0,    0,
967,19570803,    0,    0,
967,19570804,    0,    0,
967,19570805,    0,    0,
967,19570806,    0,    0,
967,19570807,    7,    0,
967,19570808,    1,    0,
967,19570809,  294,    0,
967,19570810,  115,    0,
967,19570811,   29,    0,
967,19570812,    7,    0,
967,19570813,    0,    0,
967,19570814,    0,    0,
967,19570815,   75,    0,
967,19570816,   20,    0,
967,19570817,   38,    0,
967,19570818,   82,    0,
967,19570819,   28,    0,
967,19570820,   54,    0,
967,19570821,   38,    0,
967,19570822,    6,    0,
967,19570823,    0,    0,
967,19570824,   10,    0,
967,19570825,    0,    0,
967,19570826,  127,    0,
967,19570827,   72,    0,
967,19570828,    0,    0,
967,19570829,   78,    0,
967,19570830,    0,    0,
967,19570831,    2,    0,
967,19570901,    7,    0,
967,19570902,   85,    0,
967,19570903,    0,    0,
967,19570904,    0,    0,
967,19570905,   24,    0,
967,19570906,    4,    0,
967,19570907,    0,    0,
967,19570908,   28,    0,
967,19570909,  140,    0,
967,19570910,    0,    0,
967,19570911,   70,    0,
967,19570912,   25,    0,
967,19570913,   86,    0,
967,19570914,  105,    0,
967,19570915,  136,    0,
967,19570916,   10,    0,
967,19570917,  107,    0,
967,19570918,   62,    0,
967,19570919,    3,    0,
967,19570920,    0,    0,
967,19570921,    0,    0,
967,19570922,  113,    0,
967,19570923,  241,    0,
967,19570924,   35,    0,
967,19570925,   18,    0,
967,19570926,   61,    0,
967,19570927,    0,    0,
967,19570928,    0,    0,
967,19570929,  122,    0,
967,19570930,   53,    0,
967,19571001,  171,    0,
967,19571002,    1,    0,
967,19571003,    0,    0,
967,19571004,    0,    0,
967,19571005,    0,    0,
967,19571006,    1,    0,
967,19571007,    0,    0,
967,19571008,    2,    0,
967,19571009,    0,    0,
967,19571010,    0,    0,
967,19571011,    1,    0,
967,19571012,   16,    0,
967,19571013,    2,    0,
967,19571014,    1,    0,
967,19571015,    1,    0,
967,19571016,    1,    0,
967,19571017,   61,    0,
967,19571018,   35,    0,
967,19571019,   13,    0,
967,19571020,   24,    0,
967,19571021,    0,    0,
967,19571022,   40,    0,
967,19571023,    4,    0,
967,19571024,    0,    0,
967,19571025,    0,    0,
967,19571026,    0,    0,
967,19571027,    0,    0,
967,19571028,    0,    0,
967,19571029,    0,    0,
967,19571030,    0,    0,
967,19571031,    0,    0,
967,19571101,   35,    0,
967,19571102,    0,    0,
967,19571103,    0,    0,
967,19571104,   34,    0,
967,19571105,   19,    0,
967,19571106,   23,    0,
967,19571107,   60,    0,
967,19571108,    2,    0,
967,19571109,   73,    0,
967,19571110,    3,    0,
967,19571111,    0,    0,
967,19571112,    0,    0,
967,19571113,    0,    0,
967,19571114,    0,    0,
967,19571115,    0,    0,
967,19571116,    1,    0,
967,19571117,   21,    0,
967,19571118,    0,    0,
967,19571119,    1,    0,
967,19571120,    0,    0,
967,19571121,    0,    0,
967,19571122,    1,    0,
967,19571123,   79,    0,
967,19571124,    1,    0,
967,19571125,    0,    0,
967,19571126,    0,    0,
967,19571127,    0,    0,
967,19571128,    0,    0,
967,19571129,    3,    0,
967,19571130,    5,    0,
967,19571201,    0,    0,
967,19571202,    0,    0,
967,19571203,    0,    0,
967,19571204,    0,    0,
967,19571205,    2,    0,
967,19571206,    2,    0,
967,19571207,    3,    0,
967,19571208,   73,    0,
967,19571209,  114,    0,
967,19571210,    4,    0,
967,19571211,    0,    0,
967,19571212,   44,    0,
967,19571213,   28,    0,
967,19571214,   13,  997,
967,19571215,   11,  997,
967,19571216,    0,  997,
967,19571217,    0,  997,
967,19571218,    0,  997,
967,19571219,   28,    0,
967,19571220,    2,    0,
967,19571221,    0,    0,
967,19571222,    1,    0,
967,19571223,    1,    0,
967,19571224,    0,    0,
967,19571225,    0,    0,
967,19571226,    1,    0,
967,19571227,    0,    0,
967,19571228,    0,    0,
967,19571229,   16,    0,
967,19571230,    0,    0,
967,19571231,    0,    0,
967,19580101,    2,    0,
967,19580102,   62,    0,
967,19580103,    0,    0,
967,19580104,    0,    0,
967,19580105,    5,    0,
967,19580106,   65,    0,
967,19580107,  131,    0,
967,19580108,  138,    0,
967,19580109,   77,    0,
967,19580110,    1,    0,
967,19580111,   22,    0,
967,19580112,  124,    0,
967,19580113,    6,    0,
967,19580114,    1,    0,
967,19580115,    2,    0,
967,19580116,    1,    0,
967,19580117,    3,    0,
967,19580118,   10,    0,
967,19580119,   78,    0,
967,19580120,   13,  997,
967,19580121,    0,    0,
967,19580122,   20,    2,
967,19580123,    0,    2,
967,19580124,    1,    2,
967,19580125,    6,    2,
967,19580126,    0,  997,
967,19580127,   56,    0,
967,19580128,    5,    0,
967,19580129,    0,    0,
967,19580130,    0,    0,
967,19580131,    2,    0,
967,19580201,    0,    0,
967,19580202,    0,    0,
967,19580203,    7,    0,
967,19580204,    0,    0,
967,19580205,    2,    0,
967,19580206,   64,    0,
967,19580207,    0,    0,
967,19580208,    2,    0,
967,19580209,    6,    0,
967,19580210,    0,    0,
967,19580211,    3,    0,
967,19580212,    3,    0,
967,19580213,   55,    0,
967,19580214,    5,    0,
967,19580215,   26,    0,
967,19580216,   24,    0,
967,19580217,    0,    0,
967,19580218,    8,  997,
967,19580219,   11,    0,
967,19580220,   53,    0,
967,19580221,   44,    0,
967,19580222,   64,    0,
967,19580223,    8,    2,
967,19580224,   98,  997,
967,19580225,  160,    0,
967,19580226,   60,  999,
967,19580227,    4,  999,
967,19580228,    5,  999,
967,19580301,   19,    2,
967,19580302,    1,    0,
967,19580303,    3,    0,
967,19580304,    0,    0,
967,19580305,    1,    0,
967,19580306,   43,    0,
967,19580307,   30,    2,
967,19580308,   84,    4,
967,19580309,   11,    2,
967,19580310,    0,    2,
967,19580311,    2,  997,
967,19580312,    0,    0,
967,19580313,    9,    1,
967,19580314,   48,  997,
967,19580315,    0,    0,
967,19580316,    0,    0,
967,19580317,    0,    0,
967,19580318,    0,    0,
967,19580319,    0,    0,
967,19580320,    0,    0,
967,19580321,    0,    0,
967,19580322,    0,    0,
967,19580323,    0,    0,
967,19580324,    0,    0,
967,19580325,    0,    0,
967,19580326,    0,    0,
967,19580327,    1,    0,
967,19580328,   72,    0,
967,19580329,    1,    0,
967,19580330,    0,    0,
967,19580331,    0,    0,
967,19580401,    0,    0,
967,19580402,    6,  997,
967,19580403,    0,    0,
967,19580404,   47,    0,
967,19580405,   16,    0,
967,19580406,    2,    0,
967,19580407,    2,    0,
967,19580408,    0,    0,
967,19580409,    0,    0,
967,19580410,   15,    0,
967,19580411,   26,    0,
967,19580412,    0,    0,
967,19580413,    0,    0,
967,19580414,    0,    0,
967,19580415,    0,    0,
967,19580416,    8,    0,
967,19580417,    7,    0,
967,19580418,   16,    0,
967,19580419,   35,    0,
967,19580420,    0,    0,
967,19580421,    0,    0,
967,19580422,    0,    0,
967,19580423,    2,    0,
967,19580424,    0,    0,
967,19580425,    0,    0,
967,19580426,   70,    0,
967,19580427,  195,    0,
967,19580428,    6,    0,
967,19580429,   22,    0,
967,19580430,    0,    0,
967,19580501,    0,    0,
967,19580502,    0,    0,
967,19580503,    0,    0,
967,19580504,    0,    0,
967,19580505,    0,    0,
967,19580506,   32,    0,
967,19580507,   43,    0,
967,19580508,   45,    0,
967,19580509,   25,    0,
967,19580510,   74,    0,
967,19580511,  118,    0,
967,19580512,    0,    0,
967,19580513,    0,    0,
967,19580514,    0,    0,
967,19580515,   11,    0,
967,19580516,   78,    0,
967,19580517,   45,    0,
967,19580518,    5,    0,
967,19580519,   88,    0,
967,19580520,    0,    0,
967,19580521,    4,    0,
967,19580522,    0,    0,
967,19580523,    0,    0,
967,19580524,    0,    0,
967,19580525,   75,    0,
967,19580526,  200,    0,
967,19580527,    0,    0,
967,19580528,    7,    0,
967,19580529,    0,    0,
967,19580530,    0,    0,
967,19580531,   44,    0,
967,19580601,    0,    0,
967,19580602,    0,    0,
967,19580603,    0,    0,
967,19580604,    0,    0,
967,19580605,   29,    0,
967,19580606,    0,    0,
967,19580607,    2,    0,
967,19580608,   21,    0,
967,19580609,    1,    0,
967,19580610,    0,    0,
967,19580611,    0,    0,
967,19580612,    1,    0,
967,19580613,    0,    0,
967,19580614,    0,    0,
967,19580615,    0,    0,
967,19580616,    0,    0,
967,19580617,    0,    0,
967,19580618,   18,    0,
967,19580619,    4,    0,
967,19580620,   39,    0,
967,19580621,  130,    0,
967,19580622,   94,    0,
967,19580623,   95,    0,
967,19580624,   11,    0,
967,19580625,   19,    0,
967,19580626,  103,    0,
967,19580627,   33,    0,
967,19580628,    0,    0,
967,19580629,    0,    0,
967,19580630,    0,    0,
967,19580701,    0,    0,
967,19580702,    5,    0,
967,19580703,  382,    0,
967,19580704,   30,    0,
967,19580705,    0,    0,
967,19580706,    0,    0,
967,19580707,    0,    0,
967,19580708,    0,    0,
967,19580709,    0,    0,
967,19580710,    0,    0,
967,19580711,    0,    0,
967,19580712,  139,    0,
967,19580713,  179,    0,
967,19580714,    0,    0,
967,19580715,    0,    0,
967,19580716,   52,    0,
967,19580717,   72,    0,
967,19580718,    0,    0,
967,19580719,    0,    0,
967,19580720,    0,    0,
967,19580721,   13,    0,
967,19580722,   24,    0,
967,19580723,   56,    0,
967,19580724,    7,    0,
967,19580725,    0,    0,
