,0
1995-04-27,11.593655380603632
1995-05-15,11.187941134875334
1995-05-29,11.271700158368159
1995-06-28,11.065347398806072
1995-07-14,10.713800421047303
1995-07-29,10.420807332635214
1995-09-13,10.200874631584394
1995-09-27,10.279709841426094
1995-10-13,10.392405735944205
1995-10-27,10.35370556831796
1995-11-14,10.36528258925009
1995-11-27,12.9
1995-12-14,10.370026654329255
1995-12-28,10.541712917353642
1996-01-15,10.553438767747028
1996-01-29,10.55064123556804
1996-02-14,10.479974439685972
1996-02-29,10.688566414328513
1996-03-14,10.745722985683415
1996-03-28,10.75276611387763
1996-04-13,10.68580004886444
1996-04-28,10.607080681059696
1996-05-14,10.565676468388201
1996-06-15,10.144962511419624
1996-07-27,9.768980288512516
1996-08-14,9.920638816217398
1996-08-29,10.188318071573388
1996-09-13,10.562070854552374
1996-09-27,10.46796164818732
1996-10-14,10.58293821790338
1996-10-28,10.582920181572803
1996-11-15,10.827260024627037
1996-11-28,10.982676264893467
1996-12-14,11.185786627764735
1996-12-28,12.9
1997-01-14,10.97620548280652
1997-02-14,11.395893280293667
1997-02-28,11.535808221287457
1997-03-13,11.404349471292175
1997-03-27,11.402818725731567
1997-04-14,11.283981931763698
1997-05-14,11.382563922646803
1997-05-28,11.340955500987917
1997-06-13,11.062822831672204
1997-06-27,11.012263148073412
1997-07-29,10.973851302795783
1997-08-14,10.627188251511637
1997-08-27,10.509513224931215
1997-09-15,10.5406724326991
1997-09-29,10.425390413218182
1997-10-14,10.584695772815525
1997-10-29,10.635712821846926
1997-11-13,10.657216925373703
1997-11-27,12.9
1997-12-14,10.804386650319195
1998-01-14,11.25327539266475
1998-01-28,11.245758292605444
1998-02-14,11.206514368525404
1998-02-28,11.176253452485795
1998-03-14,11.463379445635717
1998-03-28,12.9
1998-04-14,11.490062172211754
1998-04-28,11.491199324349392
1998-05-14,11.14443634340212
1998-05-28,11.049271337746795
1998-06-15,11.464865972028083
1998-06-29,11.305379832467665
1998-07-15,11.215983390977872
1998-07-28,11.0263626478032
1998-08-13,10.73702321300867
1998-08-28,10.727710776032232
1998-09-14,11.228519979511681
1998-09-28,11.238905968819129
1998-10-14,11.344905000282953
1998-10-29,11.572989282751887
1998-11-15,11.788746953196267
1998-11-29,11.745141836282901
1998-12-14,11.833464373332248
1998-12-29,11.813294366287096
1999-01-14,11.887604362735296
1999-01-29,11.870016643981796
1999-02-15,11.975642240139287
1999-02-28,11.99133897788435
1999-03-15,11.762107598775696
1999-03-27,12.9
1999-04-15,11.74473301549251
1999-04-28,11.540618995060942
1999-05-14,11.548145611044944
1999-05-28,11.101753437022651
1999-06-14,10.990498055396383
1999-06-28,10.797666990811557
1999-07-14,10.773964021337846
1999-07-28,10.422492963728182
1999-09-14,10.309374942302686
1999-09-29,10.322338514980302
1999-10-14,10.357712806288852
1999-10-27,10.27970721692316
1999-11-28,10.427671419794276
1999-12-14,10.672840189494863
1999-12-28,10.969553739701261
2000-01-14,10.996057302739192
2000-01-28,11.03672837984001
2000-02-14,11.172333818259126
2000-02-28,11.327835282006053
2000-03-14,11.424532693228695
2000-03-28,11.340859749385253
2000-04-14,11.23558884450157
2000-04-28,11.165984535448313
2000-05-14,11.000168638238463
2000-05-28,10.999916108883994
2000-06-14,10.873377498621327
2000-07-14,10.836902073195287
2000-07-28,10.920542458620535
2000-08-14,10.662076690322543
2000-08-28,10.5761974146006
2000-09-14,10.60476184548454
2000-09-28,10.635083460171458
2000-10-14,10.747694973957902
2000-10-28,10.87004061749889
2000-11-14,10.97823945323054
2000-11-28,11.138174529217348
2000-12-14,11.24473203266816
2000-12-28,11.113634640553528
2001-01-28,11.482458202053774
2001-02-14,11.63457370795421
2001-02-28,11.714082502413085
2001-03-14,11.726964406501999
2001-04-14,11.76491545366753
2001-04-28,11.896333658109729
2001-05-14,11.59167841973914
2001-05-28,11.364500440990792
2001-06-14,11.158025384196034
2001-07-14,10.674226645487252
2001-07-28,10.567000363554946
2001-08-14,10.589761920201262
2001-08-28,10.384594402757344
2001-09-14,11.166887876371874
2001-09-28,10.970732415569504
2001-10-14,11.032643678930004
2001-10-28,11.063697752378214
2001-11-14,11.146487518951936
2001-11-28,11.28892084497366
2001-12-14,11.374618482090568
2002-01-14,11.502295644400519
2002-01-28,11.763276491519306
2002-03-14,11.941373063302336
2002-03-28,11.819846212737012
2002-04-14,11.582396524313435
2002-04-28,11.665740485317098
2002-05-14,11.564060179927793
2002-06-14,11.262109995266773
2002-07-14,11.19751595886991
2002-07-28,11.083604862931807
2002-08-28,11.335321444221108
2002-11-15,11.721111845009645
2003-01-15,12.144979823406715
2003-01-27,12.093936061295544
2003-02-14,12.027943222693153
2003-02-28,11.902624607742947
2003-03-14,12.069430849904471
2003-03-28,11.868370110538109
2003-04-14,11.711567083555735
2003-04-28,11.603301562090426
2003-05-15,11.444325032465226
2003-05-28,11.564571383887223
2003-06-16,11.238140419105324
2003-07-15,10.755560510751465
2003-08-29,10.485430499916674
2003-09-15,10.585614113700288
2004-01-30,11.416861873132067
2004-02-13,11.578007296754421
2004-02-27,11.539613410923476
2004-03-26,11.409142135062453
2004-04-14,11.422393606696325
2004-04-28,11.307589247228556
2004-05-14,11.2116107368578
2004-05-28,11.006537516414447
2004-06-14,11.001058792530984
2004-06-28,10.714302431621462
2004-08-14,10.779053132526162
2004-08-28,10.794296907951114
2004-09-14,10.588922186641152
2004-09-28,10.692059402569672
2004-10-14,10.712248944011595
2004-10-28,10.712111197349778
2004-11-14,10.762427418012354
2004-11-28,11.152968867529136
2004-12-14,11.20296288222104
2004-12-28,11.30045666270205
2005-01-14,11.303826552522462
2005-01-28,11.458004980889218
2005-02-14,11.667909995982953
2005-02-28,11.556613695667394
2005-03-14,11.604793811420823
2005-03-28,11.533000253836985
2005-04-14,11.461835876538405
2005-04-28,11.50049119664699
2005-05-14,11.49857754902261
2005-05-28,11.29761980996781
2005-07-14,10.848372413454808
2005-07-28,10.642040403983852
2005-08-14,10.622045160914329
2005-08-28,10.681217287120493
2005-09-14,10.686904889678015
2005-09-28,10.709909293044895
2005-10-14,10.607340771490772
2005-10-28,10.743956995112946
2005-11-14,10.767669551345826
2005-11-28,11.002196615911682
2005-12-14,11.043255008917594
2005-12-28,11.085085999234565
2006-01-14,11.127433916843124
2006-01-28,11.064523699992368
2006-02-14,11.172610468980128
2006-02-28,11.307808017711181
2006-03-14,11.518127700979012
2006-03-28,11.468814775913721
2006-04-14,11.48495740221135
2006-04-28,11.435442515906118
2006-05-14,11.198525328562319
2006-05-28,11.357334445261198
2006-06-14,11.117245969445182
2006-06-28,10.981856786723391
2006-07-14,10.598800270841533
2006-07-28,10.191955975816988
2006-08-14,10.63989579053893
2006-08-28,10.89049489924719
2006-09-14,10.912791894955035
2006-09-28,10.819267425233804
2006-10-14,10.949842951975974
2006-10-28,10.896734946757654
2006-11-14,11.046141415891842
2006-11-28,11.233596993432784
2006-12-14,11.402530605263056
2006-12-28,11.419853553568458
2007-01-14,11.680092826164962
2007-01-28,11.728313364078875
2007-03-14,12.035255455190416
2007-03-28,11.890041688840181
2007-04-14,11.69174208386594
2007-04-28,11.411347694037563
2007-05-14,11.395658340965944
2007-05-28,11.404646090703817
2007-06-14,11.290897220793209
2007-06-28,11.267431947291787
2007-07-14,11.228319272942514
2007-07-28,11.100095886754708
2007-08-14,11.348985131790258
2007-08-28,11.327419108714768
2007-09-14,11.177569110878412
2007-09-28,11.208249015827938
2007-10-14,11.234237881060483
2007-10-28,11.139767544887505
2007-11-14,11.51617788885137
2007-11-28,11.493761533451472
2007-12-14,11.710695356975425
2007-12-28,11.638130418634944
2008-01-14,11.7127968886209
2008-01-28,11.748106095976159
2008-02-14,11.783365887928216
2008-02-28,11.699965592427155
2008-03-14,11.714414894609103
2008-03-28,11.859482861103192
2008-04-14,11.89297559821659
2008-04-28,11.837553258762131
2008-05-28,11.383287091977763
2008-06-14,11.37955291740695
2008-06-28,11.24782919911691
2008-07-14,11.202553800738922
2008-07-28,11.077849192936704
2008-08-14,11.050931973440964
2008-08-28,10.972480450561573
2008-09-14,10.877366396032702
2008-09-28,10.811601800966859
2008-10-14,10.977653833434989
2008-10-28,11.044932874698208
2008-11-14,11.114586095601812
2008-11-28,11.24512392784591
2008-12-14,11.308569833082792
2008-12-28,11.332248965488066
2009-01-14,11.360111023202784
2009-01-28,11.436858452622666
2009-02-14,11.603654364682622
2009-02-28,11.618597623398884
2009-03-14,11.688248591698827
2009-03-28,11.73731519391973
2009-04-14,11.587239207033893
2009-04-28,0.0
2009-05-14,11.264585097623133
2009-05-28,11.014001030129386
2009-06-14,11.0641438964783
2009-06-28,10.717348495692761
2009-07-14,10.63145997103599
2009-07-28,10.727066636382517
2009-08-14,10.498791259457875
2009-08-28,10.301973190573467
2009-09-14,10.340380627501116
2009-09-28,10.328102560256582
2009-10-14,10.81708113989221
2009-10-28,10.674477343983831
2009-11-14,11.015741517808475
2009-11-28,11.234759661311461
2009-12-14,11.407809529105112
2009-12-28,11.491140957291996
2010-01-14,11.554380195636664
2010-01-28,11.616689018088909
2010-02-14,11.69918912685139
2010-02-28,11.840993273748069
2010-03-14,11.780502527897248
2010-03-28,0.0
2010-04-14,11.73588150329683
2010-04-28,11.552167483732738
2010-05-14,11.579813155282238
2010-05-28,11.418318706357816
2010-06-14,11.171761270836146
2010-06-28,10.795164514257255
2010-07-14,10.607455065583217
2010-07-28,10.493179411675172
2010-08-14,10.444578076789856
2010-08-28,10.730465456693992
2010-09-14,10.94179934810629
2010-09-28,11.051395415477018
2010-11-14,11.528014831163663
2010-11-28,11.573514608571703
2011-01-14,11.957991283909454
2011-01-28,11.909497205481301
2011-02-14,12.002292253455082
2011-02-28,12.031853311349256
2011-03-14,11.837850691433747
2011-03-28,11.762993341589059
2011-04-14,11.67109562401787
2011-04-28,11.437449074965969
2011-05-14,11.173544272379381
2011-05-28,10.880313868936025
2011-06-14,10.866646278351485
2011-06-28,10.894154919172777
2011-07-14,10.700910380518266
2011-07-28,10.946139818051847
2011-08-14,10.863227953798035
2011-08-28,11.07883303895688
2011-09-14,11.083553922470184
2011-09-28,0.0
2011-10-14,10.988094050983495
2011-10-28,10.99878305310239
2011-11-14,10.981521581960301
2011-11-28,10.994123825015425
2011-12-14,11.15665536318097
2011-12-28,11.468360446068985
2012-01-14,11.682356676745023
2012-01-28,11.768996693904647
2012-02-28,11.744128737911495
2012-03-14,11.735762462794725
2012-03-28,11.507120555014414
2012-04-14,11.637883609255937
2012-04-28,11.578650409308143
2012-05-14,11.557543192013323
2012-05-28,11.25209499664454
2012-06-14,11.450229777581502
2012-06-28,11.414303667034343
2012-07-14,11.483807078038936
2012-07-28,11.170084670297491
2012-08-14,11.006453780905009
2012-08-28,11.10185483028528
2012-09-14,11.021907433350318
2012-09-28,11.23204975861794
2012-10-14,11.453415305988944
2012-10-28,11.288314548751856
2012-11-14,11.5055769399806
2012-11-28,11.605800813505539
2012-12-14,11.80663767510526
2012-12-28,12.153122935913398
2013-01-14,12.21108597282975
2013-02-14,12.30870690928905
2013-02-28,12.309183005801628
2013-03-14,12.308630131989197
2013-03-28,0.0
2013-04-14,12.16644958026863
2013-04-28,12.103253949329797
2013-05-14,12.050214955234939
2013-05-28,12.125680733627153
2013-06-14,11.821609618468486
2013-06-28,11.775978929190622
2013-07-14,11.510454958252321
2013-07-28,11.483940727873524
2013-08-14,11.237702575846583
2013-08-28,11.190558787151023
2013-09-14,11.293693206051248
2013-09-28,11.385864579017987
2013-10-14,11.42802867807369
2013-10-28,0.0
2013-11-14,11.84165189430501
2013-11-28,11.873039927453544
2013-12-14,11.9144576824174
2013-12-28,12.125384400025716
2014-01-14,12.17630366520628
2014-01-28,12.22701188146831
2014-02-14,12.227788235555582
2014-02-28,12.248335251203535
2014-03-14,12.158821950495103
2014-03-28,12.1093035773664
2014-04-14,11.969851696782644
2014-04-28,11.870000000000001
2014-05-14,11.89
2014-05-28,11.8
2014-06-14,11.719999999999999
2014-06-28,11.36
2014-07-14,11.86
2014-07-28,11.77
2014-08-14,11.84
2014-08-28,0.0
2014-09-14,11.82
2014-09-28,11.760000000000002
2014-10-14,11.920000000000002
2014-10-28,12.02
2014-11-14,11.850000000000001
2014-11-28,11.900000000000002
2014-12-14,11.96
2014-12-28,12.11
2015-01-14,12.43
2015-01-28,12.45
2015-02-14,12.41
2015-02-28,12.45
2015-03-14,12.379999999999999
2015-03-28,12.330000000000002
2015-04-14,12.310000000000002
2015-04-28,12.23
2015-05-14,0.0
2015-05-28,11.82
2015-06-14,11.75
2015-06-28,11.57
2015-07-14,11.150000000000002
2015-07-28,11.190000000000001
2015-08-14,10.969999999999999
2015-08-28,11.29
2015-09-14,11.350000000000001
2015-09-28,11.370000000000001
2015-10-15,11.310000000000002
2015-10-28,11.43
2015-11-14,11.43
2015-11-28,11.530000000000001
2015-12-13,11.830000000000002
2015-12-27,11.95
2016-01-14,0.0
2016-01-28,12.14
2016-02-14,12.5
2016-02-28,12.52
2016-03-13,12.490000000000002
2016-03-27,12.41
2016-04-14,12.34
2016-04-27,12.310000000000002
2016-05-14,12.080000000000002
2016-05-28,12.04
2016-06-14,12.41
2016-06-28,12.64
2016-07-14,12.240000000000002
2016-07-28,11.91
2016-08-14,11.89
2016-08-27,11.580000000000002
2016-09-15,11.370000000000001
2016-09-28,11.400000000000002
2016-10-14,11.41
2016-10-28,11.45
2016-11-13,11.530000000000001
2016-11-27,11.71
2016-12-14,11.760000000000002
2016-12-28,11.780000000000001
2017-01-14,11.95
2017-01-27,11.04
2017-02-14,11.98
2017-02-28,12.120000000000001
2017-03-13,12.23
2017-03-28,12.25
2017-04-14,12.080000000000002
2017-04-28,0.0
2017-05-13,11.89
2017-05-27,11.620000000000001
2017-06-14,11.27
2017-06-28,11.030000000000001
2017-07-13,11.060000000000002
2017-07-28,11.09
2017-08-13,11.080000000000002
2017-08-29,10.91
2017-09-14,11.060000000000002
2017-09-28,11.18
2017-10-14,11.310000000000002
2017-10-28,11.36
2017-11-14,0.0
2017-11-28,11.580000000000002
2017-12-14,11.91
2017-12-28,11.990000000000002
2018-01-14,
2018-01-28,
2018-02-14,
2018-02-28,
2018-03-14,
2018-03-28,
2018-04-14,
2018-04-28,
2018-05-15,
2018-05-29,
2018-06-14,
2018-06-27,
2018-07-14,
2018-07-28,
2018-08-14,
2018-08-28,
2018-09-14,
2018-09-29,
2018-10-14,
2018-10-28,
2018-11-14,
2018-11-28,
2018-12-14,
2018-12-28,
2019-01-14,
2019-01-29,
2019-02-13,
2019-02-28,
2019-03-15,
2019-03-28,
2019-04-13,
2019-04-27,
2019-05-14,
2019-05-28,
2019-06-13,
2019-06-27,
2019-07-14,
2019-07-28,
2019-08-14,
2019-08-28,
2019-09-14,
2019-09-28,
2019-10-15,
2019-10-29,
2019-11-14,
2019-11-28,
2019-12-14,
2019-12-28,
2020-01-14,
2020-01-28,
2020-02-14,
2020-02-28,
2020-03-14,
2020-03-28,
2020-04-14,
2020-04-28,
2020-05-14,
2020-05-28,
2020-06-14,
2020-06-28,
2020-07-14,
2020-07-28,
2020-08-15,
2020-08-28,
2020-09-15,
2020-09-28,
2020-10-14,
2020-10-28,
2020-11-13,
2020-11-28,
