Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,22-01-2021,,,,,,,,
Gegevens beschikbaar:,28-06-1960,tot:,14-09-2018,,,,,,,,
Datum: ,22-01-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B46D0802,001,26-04-2005,300,304,1672,,,,,,
B46D0802,001,13-05-2005,293,297,1679,,,,,,
B46D0802,001,27-05-2005,311,315,1661,,,,,,
B46D0802,001,13-06-2005,301,305,1671,,,,,,
B46D0802,001,29-06-2005,334,338,1638,,,,,,
B46D0802,001,12-07-2005,338,342,1634,,,,,,
B46D0802,001,27-07-2005,344,348,1628,,,,,,
B46D0802,001,15-08-2005,343,347,1629,,,,,,
B46D0802,001,29-08-2005,347,351,1625,,,,,,
B46D0802,001,14-09-2005,355,359,1617,,,,,,
B46D0802,001,28-09-2005,376,380,1596,,,,,,
B46D0802,001,14-10-2005,394,398,1578,,,,,,
B46D0802,001,28-10-2005,387,391,1585,,,,,,
B46D0802,001,15-11-2005,405,409,1567,,,,,,
B46D0802,001,25-11-2005,406,410,1566,,,,,,
B46D0802,001,12-12-2005,417,421,1555,,,,,,
B46D0802,001,28-12-2005,413,417,1559,,,,,,
B46D0802,001,12-01-2006,421,425,1551,,,,,,
B46D0802,001,31-01-2006,421,425,1551,,,,,,
B46D0802,001,13-02-2006,406,410,1566,,,,,,
B46D0802,001,02-03-2006,418,422,1554,,,,,,
B46D0802,001,14-03-2006,376,380,1596,,,,,,
B46D0802,001,28-03-2006,340,344,1632,,,,,,
B46D0802,001,14-04-2006,327,331,1645,,,,,,
B46D0802,001,28-04-2006,321,325,1651,,,,,,
B46D0802,001,15-05-2006,335,339,1637,,,,,,
B46D0802,001,30-05-2006,297,301,1675,,,,,,
B46D0802,001,14-06-2006,324,328,1648,,,,,,
B46D0802,001,28-06-2006,312,316,1660,,,,,,
B46D0802,001,14-07-2006,348,352,1624,,,,,,
B46D0802,001,27-07-2006,375,379,1597,,,,,,
B46D0802,001,14-08-2006,347,351,1625,,,,,,
B46D0802,001,29-08-2006,356,360,1616,,,,,,
B46D0802,001,15-09-2006,339,343,1633,,,,,,
B46D0802,001,27-09-2006,331,335,1641,,,,,,
B46D0802,001,12-10-2006,318,322,1654,,,,,,
B46D0802,001,26-10-2006,344,348,1628,,,,,,
B46D0802,001,15-11-2006,340,344,1632,,,,,,
B46D0802,001,28-11-2006,326,330,1646,,,,,,
B46D0802,001,14-12-2006,316,320,1656,,,,,,
B46D0802,001,29-12-2006,295,299,1677,,,,,,
B46D0802,001,17-01-2007,240,244,1732,,,,,,
B46D0802,001,24-01-2007,249,253,1723,,,,,,
B46D0802,001,14-02-2007,224,228,1748,,,,,,
B46D0802,001,28-02-2007,189,193,1783,,,,,,
B46D0802,001,13-03-2007,190,194,1782,,,,,,
B46D0802,001,27-03-2007,209,213,1763,,,,,,
B46D0802,001,16-04-2007,257,261,1715,,,,,,
B46D0802,001,27-04-2007,274,278,1698,,,,,,
B46D0802,001,15-05-2007,251,255,1721,,,,,,
B46D0802,001,30-05-2007,256,260,1716,,,,,,
B46D0802,001,15-06-2007,267,271,1705,,,,,,
B46D0802,001,26-06-2007,211,215,1761,,,,,,
B46D0802,001,16-07-2007,249,253,1723,,,,,,
B46D0802,001,26-07-2007,271,275,1701,,,,,,
B46D0802,001,15-08-2007,275,279,1697,,,,,,
B46D0802,001,29-08-2007,266,270,1706,,,,,,
B46D0802,001,17-09-2007,282,286,1690,,,,,,
B46D0802,001,27-09-2007,318,322,1654,,,,,,
B46D0802,001,18-10-2007,281,285,1691,,,,,,
B46D0802,001,31-10-2007,312,316,1660,,,,,,
B46D0802,001,15-11-2007,309,313,1663,,,,,,
B46D0802,001,28-11-2007,292,296,1680,,,,,,
B46D0802,001,13-12-2007,276,280,1696,,,,,,
B46D0802,001,27-12-2007,285,289,1687,,,,,,
B46D0802,001,15-01-2008,252,256,1720,,,,,,
B46D0802,001,30-01-2008,248,252,1724,,,,,,
B46D0802,001,14-02-2008,192,196,1780,,,,,,
B46D0802,001,28-02-2008,225,229,1747,,,,,,
B46D0802,001,12-03-2008,252,256,1720,,,,,,
B46D0802,001,27-03-2008,227,231,1745,,,,,,
B46D0802,001,15-04-2008,213,217,1759,,,,,,
B46D0802,001,28-04-2008,273,277,1699,,,,,,
B46D0802,001,15-05-2008,268,272,1704,,,,,,
B46D0802,001,28-05-2008,292,296,1680,,,,,,
B46D0802,001,12-06-2008,277,281,1695,,,,,,
B46D0802,001,26-06-2008,289,293,1683,,,,,,
B46D0802,001,16-07-2008,301,305,1671,,,,,,
B46D0802,001,28-07-2008,303,307,1669,,,,,,
B46D0802,001,19-08-2008,329,333,1643,,,,,,
B46D0802,001,29-08-2008,338,342,1634,,,,,,
B46D0802,001,17-09-2008,346,350,1626,,,,,,
B46D0802,001,30-09-2008,329,333,1643,,,,,,
B46D0802,001,14-10-2008,328,332,1644,,,,,,
B46D0802,001,29-10-2008,328,332,1644,,,,,,
B46D0802,001,19-11-2008,356,360,1616,,,,,,
B46D0802,001,02-12-2008,358,362,1614,,,,,,
B46D0802,001,16-12-2008,340,344,1632,,,,,,
B46D0802,001,30-12-2008,339,343,1633,,,,,,
B46D0802,001,14-01-2009,313,317,1659,,,,,,
B46D0802,001,29-01-2009,301,305,1671,,,,,,
B46D0802,001,16-02-2009,330,334,1642,,,,,,
B46D0802,001,06-03-2009,292,296,1680,,,,,,
B46D0802,001,13-03-2009,296,300,1676,,,,,,
B46D0802,001,24-03-2009,287,291,1685,,,,,,
B46D0802,001,20-04-2009,302,306,1670,,,,,,
B46D0802,001,28-04-2009,306,310,1666,,,,,,
B46D0802,001,13-05-2009,291,295,1681,,,,,,
B46D0802,001,28-05-2009,326,330,1646,,,,,,
B46D0802,001,15-06-2009,332,336,1640,,,,,,
B46D0802,001,02-07-2009,353,357,1619,,,,,,
B46D0802,001,16-07-2009,355,359,1617,,,,,,
B46D0802,001,28-07-2009,355,359,1617,,,,,,
B46D0802,001,13-08-2009,353,357,1619,,,,,,
B46D0802,001,26-08-2009,364,368,1608,,,,,,
B46D0802,001,17-09-2009,360,364,1612,,,,,,
B46D0802,001,01-10-2009,377,381,1595,,,,,,
B46D0802,001,06-10-2009,363,367,1609,,,,,,
B46D0802,001,27-10-2009,377,381,1595,,,,,,
B46D0802,001,12-11-2009,392,396,1580,,,,,,
B46D0802,001,26-11-2009,369,373,1603,,,,,,
B46D0802,001,15-12-2009,350,354,1622,,,,,,
B46D0802,001,28-12-2009,347,351,1625,,,,,,
B46D0802,001,13-01-2010,325,329,1647,,,,,,
B46D0802,001,28-01-2010,276,280,1696,,,,,,
B46D0802,001,08-02-2010,298,302,1674,,,,,,
B46D0802,001,05-03-2010,285,289,1687,,,,,,
B46D0802,001,17-03-2010,259,263,1713,,,,,,
B46D0802,001,31-03-2010,242,246,1730,,,,,,
B46D0802,001,12-04-2010,243,247,1729,,,,,,
B46D0802,001,27-04-2010,266,270,1706,,,,,,
B46D0802,001,19-05-2010,253,257,1719,,,,,,
B46D0802,001,27-05-2010,269,273,1703,,,,,,
B46D0802,001,16-06-2010,303,307,1669,,,,,,
B46D0802,001,28-06-2010,332,336,1640,,,,,,
B46D0802,001,13-07-2010,365,369,1607,,,,,,
B46D0802,001,26-07-2010,364,368,1608,,,,,,
B46D0802,001,16-08-2010,367,371,1605,,,,,,
B46D0802,001,26-08-2010,349,353,1623,,,,,,
B46D0802,001,16-09-2010,368,372,1604,,,,,,
B46D0802,001,28-09-2010,349,353,1623,,,,,,
B46D0802,001,15-10-2010,348,352,1624,,,,,,
B46D0802,001,28-10-2010,327,331,1645,,,,,,
B46D0802,001,15-11-2010,335,339,1637,,,,,,
B46D0802,001,30-11-2010,282,286,1690,,,,,,
B46D0802,001,14-12-2010,303,307,1669,,,,,,
B46D0802,001,28-12-2010,283,287,1689,,,,,,
B46D0802,001,10-01-2011,338,241,1726,,,,,,
B46D0802,001,01-02-2011,296,199,1768,,,,,,
B46D0802,001,15-02-2011,288,191,1776,,,,,,
B46D0802,001,28-02-2011,289,192,1775,,,,,,
B46D0802,001,03-03-2011,283,186,1781,,,,,,
B46D0802,001,04-03-2011,284,187,1780,,,,,,
B46D0802,001,05-03-2011,279,182,1785,,,,,,
B46D0802,001,06-03-2011,280,183,1784,,,,,,
B46D0802,001,07-03-2011,280,183,1784,,,,,,
B46D0802,001,08-03-2011,277,180,1787,,,,,,
B46D0802,001,09-03-2011,278,181,1786,,,,,,
B46D0802,001,10-03-2011,290,193,1774,,,,,,
B46D0802,001,11-03-2011,290,193,1774,,,,,,
B46D0802,001,12-03-2011,288,191,1776,,,,,,
B46D0802,001,13-03-2011,292,195,1772,,,,,,
B46D0802,001,14-03-2011,301,204,1763,,,,,,
B46D0802,001,15-03-2011,302,205,1762,,,,,,
B46D0802,001,16-03-2011,315,218,1749,,,,,,
B46D0802,001,17-03-2011,321,224,1743,,,,,,
B46D0802,001,18-03-2011,325,228,1739,,,,,,
B46D0802,001,19-03-2011,324,227,1740,,,,,,
B46D0802,001,20-03-2011,317,220,1747,,,,,,
B46D0802,001,21-03-2011,307,210,1757,,,,,,
B46D0802,001,22-03-2011,318,221,1746,,,,,,
B46D0802,001,23-03-2011,316,219,1748,,,,,,
B46D0802,001,24-03-2011,323,226,1741,,,,,,
B46D0802,001,25-03-2011,313,216,1751,,,,,,
B46D0802,001,26-03-2011,306,209,1758,,,,,,
B46D0802,001,27-03-2011,304,207,1760,,,,,,
B46D0802,001,28-03-2011,314,217,1750,,,,,,
B46D0802,001,29-03-2011,335,238,1729,,,,,,
B46D0802,001,30-03-2011,338,241,1726,,,,,,
B46D0802,001,31-03-2011,341,244,1723,,,,,,
B46D0802,001,01-04-2011,345,248,1719,,,,,,
B46D0802,001,02-04-2011,342,245,1722,,,,,,
B46D0802,001,03-04-2011,344,247,1720,,,,,,
B46D0802,001,04-04-2011,347,250,1717,,,,,,
B46D0802,001,05-04-2011,347,250,1717,,,,,,
B46D0802,001,06-04-2011,344,247,1720,,,,,,
B46D0802,001,07-04-2011,345,248,1719,,,,,,
B46D0802,001,08-04-2011,350,253,1714,,,,,,
B46D0802,001,09-04-2011,344,247,1720,,,,,,
B46D0802,001,10-04-2011,346,249,1718,,,,,,
B46D0802,001,11-04-2011,347,250,1717,,,,,,
B46D0802,001,12-04-2011,352,255,1712,,,,,,
B46D0802,001,13-04-2011,353,256,1711,,,,,,
B46D0802,001,14-04-2011,346,249,1718,,,,,,
B46D0802,001,15-04-2011,337,240,1727,,,,,,
B46D0802,001,16-04-2011,335,238,1729,,,,,,
B46D0802,001,17-04-2011,336,239,1728,,,,,,
B46D0802,001,18-04-2011,344,247,1720,,,,,,
B46D0802,001,19-04-2011,340,243,1724,,,,,,
B46D0802,001,20-04-2011,351,254,1713,,,,,,
B46D0802,001,21-04-2011,356,259,1708,,,,,,
B46D0802,001,22-04-2011,358,261,1706,,,,,,
B46D0802,001,23-04-2011,356,259,1708,,,,,,
B46D0802,001,24-04-2011,357,260,1707,,,,,,
B46D0802,001,25-04-2011,359,262,1705,,,,,,
B46D0802,001,26-04-2011,362,265,1702,,,,,,
B46D0802,001,27-04-2011,363,266,1701,,,,,,
B46D0802,001,28-04-2011,353,256,1711,,,,,,
B46D0802,001,29-04-2011,347,250,1717,,,,,,
B46D0802,001,30-04-2011,346,249,1718,,,,,,
B46D0802,001,01-05-2011,346,249,1718,,,,,,
B46D0802,001,02-05-2011,348,251,1716,,,,,,
B46D0802,001,03-05-2011,351,254,1713,,,,,,
B46D0802,001,04-05-2011,356,259,1708,,,,,,
B46D0802,001,05-05-2011,359,262,1705,,,,,,
B46D0802,001,06-05-2011,360,263,1704,,,,,,
B46D0802,001,07-05-2011,361,264,1703,,,,,,
B46D0802,001,08-05-2011,364,267,1700,,,,,,
B46D0802,001,09-05-2011,367,270,1697,,,,,,
B46D0802,001,10-05-2011,370,273,1694,,,,,,
B46D0802,001,11-05-2011,380,283,1684,,,,,,
B46D0802,001,12-05-2011,384,287,1680,,,,,,
B46D0802,001,13-05-2011,389,292,1675,,,,,,
B46D0802,001,14-05-2011,387,290,1677,,,,,,
B46D0802,001,15-05-2011,386,289,1678,,,,,,
B46D0802,001,16-05-2011,383,286,1681,,,,,,
B46D0802,001,17-05-2011,372,275,1692,,,,,,
B46D0802,001,18-05-2011,386,289,1678,,,,,,
B46D0802,001,19-05-2011,394,297,1670,,,,,,
B46D0802,001,20-05-2011,397,300,1667,,,,,,
B46D0802,001,21-05-2011,395,298,1669,,,,,,
B46D0802,001,22-05-2011,395,298,1669,,,,,,
B46D0802,001,23-05-2011,402,305,1662,,,,,,
B46D0802,001,24-05-2011,406,309,1658,,,,,,
B46D0802,001,25-05-2011,403,306,1661,,,,,,
B46D0802,001,26-05-2011,397,300,1667,,,,,,
B46D0802,001,27-05-2011,395,298,1669,,,,,,
B46D0802,001,28-05-2011,395,298,1669,,,,,,
B46D0802,001,29-05-2011,394,297,1670,,,,,,
B46D0802,001,30-05-2011,397,300,1667,,,,,,
B46D0802,001,31-05-2011,398,301,1666,,,,,,
B46D0802,001,01-06-2011,397,300,1667,,,,,,
B46D0802,001,02-06-2011,401,304,1663,,,,,,
B46D0802,001,03-06-2011,402,305,1662,,,,,,
B46D0802,001,04-06-2011,405,308,1659,,,,,,
B46D0802,001,05-06-2011,402,305,1662,,,,,,
B46D0802,001,06-06-2011,399,302,1665,,,,,,
B46D0802,001,07-06-2011,400,303,1664,,,,,,
B46D0802,001,08-06-2011,404,307,1660,,,,,,
B46D0802,001,09-06-2011,401,304,1663,,,,,,
B46D0802,001,10-06-2011,402,305,1662,,,,,,
B46D0802,001,11-06-2011,402,305,1662,,,,,,
B46D0802,001,12-06-2011,402,305,1662,,,,,,
B46D0802,001,13-06-2011,401,304,1663,,,,,,
B46D0802,001,14-06-2011,402,305,1662,,,,,,
B46D0802,001,15-06-2011,405,308,1659,,,,,,
B46D0802,001,16-06-2011,412,315,1652,,,,,,
B46D0802,001,17-06-2011,415,318,1649,,,,,,
B46D0802,001,18-06-2011,411,314,1653,,,,,,
B46D0802,001,19-06-2011,412,315,1652,,,,,,
B46D0802,001,20-06-2011,414,317,1650,,,,,,
B46D0802,001,21-06-2011,418,321,1646,,,,,,
B46D0802,001,22-06-2011,420,323,1644,,,,,,
B46D0802,001,23-06-2011,409,312,1655,,,,,,
B46D0802,001,24-06-2011,407,310,1657,,,,,,
B46D0802,001,25-06-2011,404,307,1660,,,,,,
B46D0802,001,26-06-2011,404,307,1660,,,,,,
B46D0802,001,27-06-2011,404,307,1660,,,,,,
B46D0802,001,28-06-2011,411,314,1653,,,,,,
B46D0802,001,29-06-2011,415,318,1649,,,,,,
B46D0802,001,30-06-2011,421,324,1643,,,,,,
B46D0802,001,01-07-2011,421,324,1643,,,,,,
B46D0802,001,02-07-2011,421,324,1643,,,,,,
B46D0802,001,03-07-2011,420,323,1644,,,,,,
B46D0802,001,04-07-2011,421,324,1643,,,,,,
B46D0802,001,05-07-2011,423,326,1641,,,,,,
B46D0802,001,06-07-2011,427,330,1637,,,,,,
B46D0802,001,07-07-2011,425,328,1639,,,,,,
B46D0802,001,08-07-2011,416,319,1648,,,,,,
B46D0802,001,09-07-2011,417,320,1647,,,,,,
B46D0802,001,10-07-2011,417,320,1647,,,,,,
B46D0802,001,11-07-2011,421,324,1643,,,,,,
B46D0802,001,12-07-2011,421,324,1643,,,,,,
B46D0802,001,13-07-2011,420,323,1644,,,,,,
B46D0802,001,14-07-2011,418,321,1646,,,,,,
B46D0802,001,15-07-2011,418,321,1646,,,,,,
B46D0802,001,16-07-2011,418,321,1646,,,,,,
B46D0802,001,17-07-2011,419,322,1645,,,,,,
B46D0802,001,18-07-2011,418,321,1646,,,,,,
B46D0802,001,19-07-2011,421,324,1643,,,,,,
B46D0802,001,20-07-2011,421,324,1643,,,,,,
B46D0802,001,21-07-2011,431,334,1633,,,,,,
B46D0802,001,22-07-2011,430,333,1634,,,,,,
B46D0802,001,23-07-2011,430,333,1634,,,,,,
B46D0802,001,24-07-2011,430,333,1634,,,,,,
B46D0802,001,25-07-2011,427,330,1637,,,,,,
B46D0802,001,26-07-2011,426,329,1638,,,,,,
B46D0802,001,27-07-2011,426,329,1638,,,,,,
B46D0802,001,28-07-2011,426,329,1638,,,,,,
B46D0802,001,29-07-2011,429,332,1635,,,,,,
B46D0802,001,30-07-2011,428,331,1636,,,,,,
B46D0802,001,31-07-2011,429,332,1635,,,,,,
B46D0802,001,01-08-2011,428,331,1636,,,,,,
B46D0802,001,02-08-2011,431,334,1633,,,,,,
B46D0802,001,03-08-2011,433,336,1631,,,,,,
B46D0802,001,04-08-2011,437,340,1627,,,,,,
B46D0802,001,05-08-2011,438,341,1626,,,,,,
B46D0802,001,06-08-2011,435,338,1629,,,,,,
B46D0802,001,07-08-2011,435,338,1629,,,,,,
B46D0802,001,08-08-2011,436,339,1628,,,,,,
B46D0802,001,09-08-2011,433,336,1631,,,,,,
B46D0802,001,10-08-2011,435,338,1629,,,,,,
B46D0802,001,11-08-2011,429,332,1635,,,,,,
B46D0802,001,12-08-2011,426,329,1638,,,,,,
B46D0802,001,13-08-2011,424,327,1640,,,,,,
B46D0802,001,14-08-2011,422,325,1642,,,,,,
B46D0802,001,15-08-2011,422,325,1642,,,,,,
B46D0802,001,16-08-2011,424,327,1640,,,,,,
B46D0802,001,17-08-2011,425,328,1639,,,,,,
B46D0802,001,18-08-2011,427,330,1637,,,,,,
B46D0802,001,19-08-2011,428,331,1636,,,,,,
B46D0802,001,20-08-2011,428,331,1636,,,,,,
B46D0802,001,21-08-2011,427,330,1637,,,,,,
B46D0802,001,22-08-2011,429,332,1635,,,,,,
B46D0802,001,23-08-2011,424,327,1640,,,,,,
B46D0802,001,24-08-2011,424,327,1640,,,,,,
B46D0802,001,25-08-2011,433,336,1631,,,,,,
B46D0802,001,26-08-2011,437,340,1627,,,,,,
B46D0802,001,27-08-2011,434,337,1630,,,,,,
B46D0802,001,28-08-2011,432,335,1632,,,,,,
B46D0802,001,29-08-2011,429,332,1635,,,,,,
B46D0802,001,30-08-2011,425,328,1639,,,,,,
B46D0802,001,31-08-2011,431,334,1633,,,,,,
B46D0802,001,01-09-2011,419,322,1645,,,,,,
B46D0802,001,02-09-2011,417,320,1647,,,,,,
B46D0802,001,03-09-2011,415,318,1649,,,,,,
B46D0802,001,04-09-2011,414,317,1650,,,,,,
B46D0802,001,05-09-2011,414,317,1650,,,,,,
B46D0802,001,06-09-2011,413,316,1651,,,,,,
B46D0802,001,07-09-2011,418,321,1646,,,,,,
B46D0802,001,08-09-2011,420,323,1644,,,,,,
B46D0802,001,09-09-2011,424,327,1640,,,,,,
B46D0802,001,10-09-2011,423,326,1641,,,,,,
B46D0802,001,11-09-2011,424,327,1640,,,,,,
B46D0802,001,12-09-2011,427,330,1637,,,,,,
B46D0802,001,13-09-2011,427,330,1637,,,,,,
B46D0802,001,14-09-2011,429,332,1635,,,,,,
B46D0802,001,15-09-2011,430,333,1634,,,,,,
B46D0802,001,16-09-2011,426,329,1638,,,,,,
B46D0802,001,17-09-2011,431,334,1633,,,,,,
B46D0802,001,18-09-2011,430,333,1634,,,,,,
B46D0802,001,19-09-2011,426,329,1638,,,,,,
B46D0802,001,20-09-2011,430,333,1634,,,,,,
B46D0802,001,21-09-2011,433,336,1631,,,,,,
B46D0802,001,22-09-2011,432,335,1632,,,,,,
B46D0802,001,23-09-2011,427,330,1637,,,,,,
B46D0802,001,24-09-2011,424,327,1640,,,,,,
B46D0802,001,25-09-2011,424,327,1640,,,,,,
B46D0802,001,26-09-2011,422,325,1642,,,,,,
B46D0802,001,27-09-2011,426,329,1638,,,,,,
B46D0802,001,28-09-2011,430,333,1634,,,,,,
B46D0802,001,29-09-2011,438,341,1626,,,,,,
B46D0802,001,30-09-2011,441,344,1623,,,,,,
B46D0802,001,01-10-2011,441,344,1623,,,,,,
B46D0802,001,02-10-2011,446,349,1618,,,,,,
B46D0802,001,03-10-2011,448,351,1616,,,,,,
B46D0802,001,04-10-2011,444,347,1620,,,,,,
B46D0802,001,05-10-2011,440,343,1624,,,,,,
B46D0802,001,06-10-2011,440,343,1624,,,,,,
B46D0802,001,07-10-2011,435,338,1629,,,,,,
B46D0802,001,08-10-2011,431,334,1633,,,,,,
B46D0802,001,09-10-2011,428,331,1636,,,,,,
B46D0802,001,10-10-2011,427,330,1637,,,,,,
B46D0802,001,11-10-2011,426,329,1638,,,,,,
B46D0802,001,12-10-2011,426,329,1638,,,,,,
B46D0802,001,13-10-2011,432,335,1632,,,,,,
B46D0802,001,14-10-2011,437,340,1627,,,,,,
B46D0802,001,15-10-2011,436,339,1628,,,,,,
B46D0802,001,16-10-2011,437,340,1627,,,,,,
B46D0802,001,17-10-2011,437,340,1627,,,,,,
B46D0802,001,18-10-2011,441,344,1623,,,,,,
B46D0802,001,19-10-2011,443,346,1621,,,,,,
B46D0802,001,20-10-2011,442,345,1622,,,,,,
B46D0802,001,21-10-2011,434,337,1630,,,,,,
B46D0802,001,22-10-2011,429,332,1635,,,,,,
B46D0802,001,23-10-2011,426,329,1638,,,,,,
B46D0802,001,24-10-2011,423,326,1641,,,,,,
B46D0802,001,25-10-2011,423,326,1641,,,,,,
B46D0802,001,26-10-2011,422,325,1642,,,,,,
B46D0802,001,27-10-2011,423,326,1641,,,,,,
B46D0802,001,28-10-2011,425,328,1639,,,,,,
B46D0802,001,29-10-2011,430,333,1634,,,,,,
B46D0802,001,30-10-2011,429,332,1635,,,,,,
B46D0802,001,31-10-2011,430,333,1634,,,,,,
B46D0802,001,01-11-2011,434,337,1630,,,,,,
B46D0802,001,02-11-2011,436,339,1628,,,,,,
B46D0802,001,03-11-2011,432,335,1632,,,,,,
B46D0802,001,04-11-2011,424,327,1640,,,,,,
B46D0802,001,05-11-2011,422,325,1642,,,,,,
B46D0802,001,06-11-2011,422,325,1642,,,,,,
B46D0802,001,07-11-2011,421,324,1643,,,,,,
B46D0802,001,08-11-2011,420,323,1644,,,,,,
B46D0802,001,09-11-2011,421,324,1643,,,,,,
B46D0802,001,10-11-2011,423,326,1641,,,,,,
B46D0802,001,11-11-2011,435,338,1629,,,,,,
B46D0802,001,12-11-2011,442,345,1622,,,,,,
B46D0802,001,13-11-2011,441,344,1623,,,,,,
B46D0802,001,14-11-2011,443,346,1621,,,,,,
B46D0802,001,15-11-2011,444,347,1620,,,,,,
B46D0802,001,16-11-2011,449,352,1615,,,,,,
B46D0802,001,17-11-2011,448,351,1616,,,,,,
B46D0802,001,18-11-2011,443,346,1621,,,,,,
B46D0802,001,19-11-2011,440,343,1624,,,,,,
B46D0802,001,20-11-2011,439,342,1625,,,,,,
B46D0802,001,21-11-2011,438,341,1626,,,,,,
B46D0802,001,22-11-2011,438,341,1626,,,,,,
B46D0802,001,23-11-2011,439,342,1625,,,,,,
B46D0802,001,24-11-2011,439,342,1625,,,,,,
B46D0802,001,25-11-2011,436,339,1628,,,,,,
B46D0802,001,26-11-2011,436,339,1628,,,,,,
B46D0802,001,27-11-2011,435,338,1629,,,,,,
B46D0802,001,28-11-2011,440,343,1624,,,,,,
B46D0802,001,29-11-2011,441,344,1623,,,,,,
B46D0802,001,30-11-2011,443,346,1621,,,,,,
B46D0802,001,01-12-2011,436,339,1628,,,,,,
B46D0802,001,02-12-2011,438,341,1626,,,,,,
B46D0802,001,03-12-2011,437,340,1627,,,,,,
B46D0802,001,04-12-2011,439,342,1625,,,,,,
B46D0802,001,05-12-2011,439,342,1625,,,,,,
B46D0802,001,06-12-2011,443,346,1621,,,,,,
B46D0802,001,07-12-2011,446,349,1618,,,,,,
B46D0802,001,08-12-2011,447,350,1617,,,,,,
B46D0802,001,09-12-2011,447,350,1617,,,,,,
B46D0802,001,10-12-2011,446,349,1618,,,,,,
B46D0802,001,11-12-2011,445,348,1619,,,,,,
B46D0802,001,12-12-2011,447,350,1617,,,,,,
B46D0802,001,13-12-2011,446,349,1618,,,,,,
B46D0802,001,14-12-2011,447,350,1617,,,,,,
B46D0802,001,15-12-2011,447,350,1617,,,,,,
B46D0802,001,16-12-2011,444,347,1620,,,,,,
B46D0802,001,17-12-2011,445,348,1619,,,,,,
B46D0802,001,18-12-2011,442,345,1622,,,,,,
B46D0802,001,19-12-2011,438,341,1626,,,,,,
B46D0802,001,20-12-2011,439,342,1625,,,,,,
B46D0802,001,21-12-2011,435,338,1629,,,,,,
B46D0802,001,22-12-2011,436,339,1628,,,,,,
B46D0802,001,23-12-2011,433,336,1631,,,,,,
B46D0802,001,24-12-2011,432,335,1632,,,,,,
B46D0802,001,25-12-2011,430,333,1634,,,,,,
B46D0802,001,26-12-2011,428,331,1636,,,,,,
B46D0802,001,27-12-2011,427,330,1637,,,,,,
B46D0802,001,28-12-2011,423,326,1641,,,,,,
B46D0802,001,29-12-2011,417,320,1647,,,,,,
B46D0802,001,30-12-2011,418,321,1646,,,,,,
B46D0802,001,31-12-2011,411,314,1653,,,,,,
B46D0802,001,01-01-2012,406,309,1658,,,,,,
B46D0802,001,02-01-2012,402,305,1662,,,,,,
B46D0802,001,03-01-2012,397,300,1667,,,,,,
B46D0802,001,04-01-2012,395,298,1669,,,,,,
B46D0802,001,05-01-2012,390,293,1674,,,,,,
B46D0802,001,06-01-2012,387,290,1677,,,,,,
B46D0802,001,07-01-2012,381,284,1683,,,,,,
B46D0802,001,08-01-2012,375,278,1689,,,,,,
B46D0802,001,09-01-2012,370,273,1694,,,,,,
B46D0802,001,10-01-2012,366,269,1698,,,,,,
B46D0802,001,11-01-2012,361,264,1703,,,,,,
B46D0802,001,12-01-2012,357,260,1707,,,,,,
B46D0802,001,13-01-2012,357,260,1707,,,,,,
B46D0802,001,14-01-2012,353,256,1711,,,,,,
B46D0802,001,15-01-2012,351,254,1713,,,,,,
B46D0802,001,16-01-2012,350,253,1714,,,,,,
B46D0802,001,17-01-2012,351,254,1713,,,,,,
B46D0802,001,18-01-2012,349,252,1715,,,,,,
B46D0802,001,19-01-2012,356,259,1708,,,,,,
B46D0802,001,20-01-2012,356,259,1708,,,,,,
B46D0802,001,21-01-2012,349,252,1715,,,,,,
B46D0802,001,22-01-2012,344,247,1720,,,,,,
B46D0802,001,23-01-2012,341,244,1723,,,,,,
B46D0802,001,24-01-2012,336,239,1728,,,,,,
B46D0802,001,25-01-2012,331,234,1733,,,,,,
B46D0802,001,26-01-2012,328,231,1736,,,,,,
B46D0802,001,27-01-2012,330,233,1734,,,,,,
B46D0802,001,28-01-2012,327,230,1737,,,,,,
B46D0802,001,29-01-2012,325,228,1739,,,,,,
B46D0802,001,30-01-2012,323,226,1741,,,,,,
B46D0802,001,31-01-2012,330,233,1734,,,,,,
B46D0802,001,01-02-2012,329,232,1735,,,,,,
B46D0802,001,02-02-2012,326,229,1738,,,,,,
B46D0802,001,03-02-2012,326,229,1738,,,,,,
B46D0802,001,04-02-2012,324,227,1740,,,,,,
B46D0802,001,05-02-2012,321,224,1743,,,,,,
B46D0802,001,06-02-2012,326,229,1738,,,,,,
B46D0802,001,07-02-2012,328,231,1736,,,,,,
B46D0802,001,08-02-2012,348,251,1716,,,,,,
B46D0802,001,09-02-2012,349,252,1715,,,,,,
B46D0802,001,10-02-2012,351,254,1713,,,,,,
