Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,22-01-2021,,,,,,,,
Gegevens beschikbaar:,28-06-1960,tot:,14-09-2018,,,,,,,,
Datum: ,22-01-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B46D0802,001,14-02-1985,251,266,1711,,,,,,
B46D0802,001,28-02-1985,273,288,1689,,,,,,
B46D0802,001,14-03-1985,269,284,1693,,,,,,
B46D0802,001,28-03-1985,283,298,1679,,,,,,
B46D0802,001,15-04-1985,267,282,1695,,,,,,
B46D0802,001,29-04-1985,276,291,1686,,,,,,
B46D0802,001,14-05-1985,288,303,1674,,,,,,
B46D0802,001,28-05-1985,300,315,1662,,,,,,
B46D0802,001,14-06-1985,312,327,1650,,,,,,
B46D0802,001,27-06-1985,314,329,1648,,,,,,
B46D0802,001,15-07-1985,312,327,1650,,,,,,
B46D0802,001,29-07-1985,314,329,1648,,,,,,
B46D0802,001,13-08-1985,336,351,1626,,,,,,
B46D0802,001,28-08-1985,342,357,1620,,,,,,
B46D0802,001,13-09-1985,351,366,1611,,,,,,
B46D0802,001,27-09-1985,357,372,1605,,,,,,
B46D0802,001,14-10-1985,363,378,1599,,,,,,
B46D0802,001,28-10-1985,369,384,1593,,,,,,
B46D0802,001,14-11-1985,370,385,1592,,,,,,
B46D0802,001,28-11-1985,386,401,1576,,,,,,
B46D0802,001,13-12-1985,388,403,1574,,,,,,
B46D0802,001,30-12-1985,384,399,1578,,,,,,
B46D0802,001,14-01-1986,368,383,1594,,,,,,
B46D0802,001,28-01-1986,329,344,1633,,,,,,
B46D0802,001,13-02-1986,309,324,1653,,,,,,
B46D0802,001,28-02-1986,315,330,1647,,,,,,
B46D0802,001,14-03-1986,336,351,1626,,,,,,
B46D0802,001,28-03-1986,338,353,1624,,,,,,
B46D0802,001,14-04-1986,303,318,1659,,,,,,
B46D0802,001,28-04-1986,304,319,1658,,,,,,
B46D0802,001,14-05-1986,318,333,1644,,01dec11 was 218,,,,
B46D0802,001,28-05-1986,325,340,1637,,,,,,
B46D0802,001,13-06-1986,334,349,1628,,,,,,
B46D0802,001,27-06-1986,336,351,1626,,,,,,
B46D0802,001,14-07-1986,341,356,1621,,,,,,
B46D0802,001,28-07-1986,361,376,1601,,,,,,
B46D0802,001,14-08-1986,381,396,1581,,,,,,
B46D0802,001,28-08-1986,396,411,1566,,,,,,
B46D0802,001,15-09-1986,393,408,1569,,,,,,
B46D0802,001,29-09-1986,373,388,1589,,,,,,
B46D0802,001,14-10-1986,374,389,1588,,,,,,
B46D0802,001,28-10-1986,402,417,1560,,,,,,
B46D0802,001,14-11-1986,397,412,1565,,,,,,
B46D0802,001,28-11-1986,394,409,1568,,,,,,
B46D0802,001,15-12-1986,366,381,1596,,,,,,
B46D0802,001,29-12-1986,379,394,1583,,,,,,
B46D0802,001,01-01-1987,340,355,1622,,,,,,
B46D0802,001,13-01-1987,340,355,1622,,,,,,
B46D0802,001,28-01-1987,325,340,1637,,,,,,
B46D0802,001,17-02-1987,317,332,1645,,,,,,
B46D0802,001,27-02-1987,317,332,1645,,,,,,
B46D0802,001,13-03-1987,305,320,1657,,,,,,
B46D0802,001,27-03-1987,285,300,1677,,,,,,
B46D0802,001,14-04-1987,305,320,1657,,,,,,
B46D0802,001,28-04-1987,323,338,1639,,,,,,
B46D0802,001,14-05-1987,310,325,1652,,,,,,
B46D0802,001,27-05-1987,321,336,1641,,,,,,
B46D0802,001,15-06-1987,327,342,1635,,,,,,
B46D0802,001,29-06-1987,349,364,1613,,,,,,
B46D0802,001,13-07-1987,361,376,1601,,,,,,
B46D0802,001,23-07-1987,398,413,1564,,,,,,
B46D0802,001,14-08-1987,381,396,1581,,,,,,
B46D0802,001,28-08-1987,387,402,1575,,,,,,
B46D0802,001,14-09-1987,377,392,1585,,,,,,
B46D0802,001,28-09-1987,385,400,1577,,,,,,
B46D0802,001,13-10-1987,389,404,1573,,,,,,
B46D0802,001,28-10-1987,382,397,1580,,,,,,
B46D0802,001,13-11-1987,393,408,1569,,,,,,
B46D0802,001,27-11-1987,371,386,1591,,,,,,
B46D0802,001,14-12-1987,353,368,1609,,,,,,
B46D0802,001,28-12-1987,352,367,1610,,,,,,
B46D0802,001,15-01-1988,337,352,1625,,,,,,
B46D0802,001,28-01-1988,320,335,1642,,,,,,
B46D0802,001,17-02-1988,270,285,1692,,,,,,
B46D0802,001,29-02-1988,269,284,1693,,,,,,
B46D0802,001,14-03-1988,255,270,1707,,,,,,
B46D0802,001,28-03-1988,201,216,1761,,,,,,
B46D0802,001,13-04-1988,253,268,1709,,,,,,
B46D0802,001,28-04-1988,239,254,1723,,,,,,
B46D0802,001,16-05-1988,266,281,1696,,,,,,
B46D0802,001,30-05-1988,279,294,1683,,,,,,
B46D0802,001,14-06-1988,301,316,1661,,,,,,
B46D0802,001,28-06-1988,323,338,1639,,,,,,
B46D0802,001,15-07-1988,338,353,1624,,,,,,
B46D0802,001,28-07-1988,332,347,1630,,,,,,
B46D0802,001,15-08-1988,340,355,1622,,,,,,
B46D0802,001,29-08-1988,346,361,1616,,,,,,
B46D0802,001,15-09-1988,368,383,1594,,,,,,
B46D0802,001,28-09-1988,367,382,1595,,,,,,
B46D0802,001,14-10-1988,354,369,1608,,,,,,
B46D0802,001,28-10-1988,335,350,1627,,,,,,
B46D0802,001,14-11-1988,350,365,1612,,,,,,
B46D0802,001,28-11-1988,356,371,1606,,,,,,
B46D0802,001,14-12-1988,357,372,1605,,,,,,
B46D0802,001,28-12-1988,350,365,1612,,,,,,
B46D0802,001,16-01-1989,319,334,1643,,,,,,
B46D0802,001,27-01-1989,325,340,1637,,,,,,
B46D0802,001,14-02-1989,339,354,1623,,,,,,
B46D0802,001,28-02-1989,329,344,1633,,,,,,
B46D0802,001,14-03-1989,317,332,1645,,,,,,
B46D0802,001,28-03-1989,311,326,1651,,,,,,
B46D0802,001,14-04-1989,310,325,1652,,,,,,
B46D0802,001,28-04-1989,314,329,1648,,,,,,
B46D0802,001,16-05-1989,305,320,1657,,,,,,
B46D0802,001,29-05-1989,327,342,1635,,,,,,
B46D0802,001,14-06-1989,326,341,1636,,,,,,
B46D0802,001,28-06-1989,336,351,1626,,,,,,
B46D0802,001,14-07-1989,360,375,1602,,,,,,
B46D0802,001,28-07-1989,373,388,1589,,,,,,
B46D0802,001,14-08-1989,376,391,1586,,,,,,
B46D0802,001,28-08-1989,398,413,1564,,,,,,
B46D0802,001,14-09-1989,418,433,1544,,,,,,
B46D0802,001,28-09-1989,422,437,1540,,,,,,
B46D0802,001,13-10-1989,427,442,1535,,,,,,
B46D0802,001,27-10-1989,436,451,1526,,,,,,
B46D0802,001,14-11-1989,438,453,1524,,,,,,
B46D0802,001,28-11-1989,448,463,1514,,,,,,
B46D0802,001,13-12-1989,460,475,1502,,,,,,
B46D0802,001,27-12-1989,471,486,1491,,,,,,
B46D0802,001,15-01-1990,463,478,1499,,,,,,
B46D0802,001,29-01-1990,460,475,1502,,,,,,
B46D0802,001,15-02-1990,456,471,1506,,,,,,
B46D0802,001,28-02-1990,440,455,1522,,,,,,
B46D0802,001,14-03-1990,424,439,1538,,,,,,
B46D0802,001,28-03-1990,408,423,1554,,,,,,
B46D0802,001,13-04-1990,398,413,1564,,,,,,
B46D0802,001,26-04-1990,399,414,1563,,,,,,
B46D0802,001,14-05-1990,401,416,1561,,,,,,
B46D0802,001,28-05-1990,395,410,1567,,,,,,
B46D0802,001,13-06-1990,386,401,1576,,,,,,
B46D0802,001,28-06-1990,384,399,1578,,,,,,
B46D0802,001,13-07-1990,373,388,1589,,,,,,
B46D0802,001,26-07-1990,399,414,1563,,,,,,
B46D0802,001,14-08-1990,443,458,1519,,,,,,
B46D0802,001,28-08-1990,442,457,1520,,,,,,
B46D0802,001,14-09-1990,449,464,1513,,,,,,
B46D0802,001,28-09-1990,459,474,1503,,,,,,
B46D0802,001,15-10-1990,445,460,1517,,,,,,
B46D0802,001,29-10-1990,437,452,1525,,,,,,
B46D0802,001,14-11-1990,462,477,1500,,,,,,
B46D0802,001,28-11-1990,450,465,1512,,,,,,
B46D0802,001,14-12-1990,445,460,1517,,,,,,
B46D0802,001,27-12-1990,437,452,1525,,,,,,
B46D0802,001,14-01-1991,427,442,1535,,,,,,
B46D0802,001,28-01-1991,404,419,1558,,,,,,
B46D0802,001,13-02-1991,369,384,1593,,,,,,
B46D0802,001,28-02-1991,374,389,1588,,,,,,
B46D0802,001,14-03-1991,375,390,1587,,,,,,
B46D0802,001,28-03-1991,390,405,1572,,,,,,
B46D0802,001,15-04-1991,390,405,1572,,,,,,
B46D0802,001,29-04-1991,403,418,1559,,,,,,
B46D0802,001,14-05-1991,405,420,1557,,,,,,
B46D0802,001,28-05-1991,416,431,1546,,,,,,
B46D0802,001,12-06-1991,401,416,1561,,,,,,
B46D0802,001,27-06-1991,405,420,1557,,,,,,
B46D0802,001,15-07-1991,412,427,1550,,,,,,
B46D0802,001,29-07-1991,412,427,1550,,,,,,
B46D0802,001,14-08-1991,415,430,1547,,,,,,
B46D0802,001,28-08-1991,423,438,1539,,,,,,
B46D0802,001,13-09-1991,448,463,1514,,,,,,
B46D0802,001,27-09-1991,447,462,1515,,,,,,
B46D0802,001,14-10-1991,445,460,1517,,,,,,
B46D0802,001,28-10-1991,449,464,1513,,,,,,
B46D0802,001,14-11-1991,454,469,1508,,,,,,
B46D0802,001,28-11-1991,435,450,1527,,,,,,
B46D0802,001,12-12-1991,451,466,1511,,,,,,
B46D0802,001,30-12-1991,422,437,1540,,,,,,
B46D0802,001,14-01-1992,421,436,1541,,,,,,
B46D0802,001,28-01-1992,413,428,1549,,,,,,
B46D0802,001,14-02-1992,411,426,1551,,,,,,
B46D0802,001,28-02-1992,409,424,1553,,,,,,
B46D0802,001,16-03-1992,397,412,1565,,,,,,
B46D0802,001,27-03-1992,395,410,1567,,,,,,
B46D0802,001,14-04-1992,399,414,1563,,,,,,
B46D0802,001,28-04-1992,386,401,1576,,,,,,
B46D0802,001,14-05-1992,395,410,1567,,,,,,
B46D0802,001,27-05-1992,404,419,1558,,,,,,
B46D0802,001,15-06-1992,380,395,1582,,,,,,
B46D0802,001,29-06-1992,408,423,1554,,,,,,
B46D0802,001,14-07-1992,414,429,1548,,,,,,
B46D0802,001,27-07-1992,408,423,1554,,,,,,
B46D0802,001,14-08-1992,423,438,1539,,,,,,
B46D0802,001,28-08-1992,434,449,1528,,,,,,
B46D0802,001,14-09-1992,420,435,1542,,,,,,
B46D0802,001,28-09-1992,422,437,1540,,,,,,
B46D0802,001,14-10-1992,402,417,1560,,,,,,
B46D0802,001,28-10-1992,415,430,1547,,,,,,
B46D0802,001,13-11-1992,404,419,1558,,,,,,
B46D0802,001,27-11-1992,390,405,1572,,,,,,
B46D0802,001,15-12-1992,383,398,1579,,,,,,
B46D0802,001,29-12-1992,382,397,1580,,,,,,
B46D0802,001,13-01-1993,354,369,1608,,,,,,
B46D0802,001,28-01-1993,346,361,1616,,,,,,
B46D0802,001,15-02-1993,333,348,1629,,,,,,
B46D0802,001,01-03-1993,326,341,1636,,,,,,
B46D0802,001,12-03-1993,323,338,1639,,,,,,
B46D0802,001,29-03-1993,316,331,1646,,,,,,
B46D0802,001,14-04-1993,333,348,1629,,,,,,
B46D0802,001,28-04-1993,344,359,1618,,,,,,
B46D0802,001,14-05-1993,338,353,1624,,,,,,
B46D0802,001,28-05-1993,330,345,1632,,,,,,
B46D0802,001,14-06-1993,349,364,1613,,,,,,
B46D0802,001,28-06-1993,351,366,1611,,,,,,
B46D0802,001,14-07-1993,374,389,1588,,,,,,
B46D0802,001,28-07-1993,364,379,1598,,,,,,
B46D0802,001,13-08-1993,356,371,1606,,,,,,
B46D0802,001,27-08-1993,385,400,1577,,,,,,
B46D0802,001,14-09-1993,360,375,1602,,,,,,
B46D0802,001,28-09-1993,342,357,1620,,,,,,
B46D0802,001,13-10-1993,308,323,1654,,,,,,
B46D0802,001,29-10-1993,305,320,1657,,,,,,
B46D0802,001,15-11-1993,296,311,1666,,,,,,
B46D0802,001,29-11-1993,275,290,1687,,,,,,
B46D0802,001,13-12-1993,266,281,1696,,,,,,
B46D0802,001,28-12-1993,207,222,1755,,,,,,
B46D0802,001,14-01-1994,183,198,1779,,,,,,
B46D0802,001,28-01-1994,149,164,1813,,,,,,
B46D0802,001,12-02-1994,136,151,1826,,,,,,
B46D0802,001,28-02-1994,164,179,1798,,,,,,
B46D0802,001,14-03-1994,206,221,1756,,,,,,
B46D0802,001,28-03-1994,123,138,1839,,,,,,
B46D0802,001,14-04-1994,154,169,1808,,,,,,
B46D0802,001,28-04-1994,204,219,1758,,,,,,
B46D0802,001,16-05-1994,219,234,1743,,,,,,
B46D0802,001,27-05-1994,239,254,1723,,,,,,
B46D0802,001,14-06-1994,235,250,1727,,,,,,
B46D0802,001,28-06-1994,270,285,1692,,,,,,
B46D0802,001,14-07-1994,303,318,1659,,,,,,
B46D0802,001,28-07-1994,330,345,1632,,,,,,
B46D0802,001,12-08-1994,327,342,1635,,,,,,
B46D0802,001,29-08-1994,345,360,1617,,,,,,
B46D0802,001,14-09-1994,364,379,1598,,,,,,
B46D0802,001,27-09-1994,359,374,1603,,,,,,
B46D0802,001,14-10-1994,349,364,1613,,,,,,
B46D0802,001,28-10-1994,362,367,1610,,01dec11 was 352,,,,
B46D0802,001,14-11-1994,362,366,1610,,,,,,
B46D0802,001,28-11-1994,357,361,1615,,,,,,
B46D0802,001,14-12-1994,355,359,1617,,,,,,
B46D0802,001,28-12-1994,332,336,1640,,,,,,
B46D0802,001,13-01-1995,321,325,1651,,,,,,
B46D0802,001,27-01-1995,299,303,1673,,,,,,
B46D0802,001,14-02-1995,238,242,1734,,,,,,
B46D0802,001,28-02-1995,206,210,1766,,,,,,
B46D0802,001,14-03-1995,237,241,1735,,,,,,
B46D0802,001,27-03-1995,241,245,1731,,,,,,
B46D0802,001,13-04-1995,262,266,1710,,,,,,
B46D0802,001,27-04-1995,268,272,1704,,,,,,
B46D0802,001,15-05-1995,271,275,1701,,,,,,
B46D0802,001,29-05-1995,285,289,1687,,,,,,
B46D0802,001,14-06-1995,290,294,1682,,,,,,
B46D0802,001,28-06-1995,286,290,1686,,,,,,
B46D0802,001,14-07-1995,355,359,1617,,,,,,
B46D0802,001,27-07-1995,336,340,1636,,,,,,
B46D0802,001,14-08-1995,384,388,1588,,,,,,
B46D0802,001,28-08-1995,387,391,1585,,,,,,
B46D0802,001,14-09-1995,394,398,1578,,,,,,
B46D0802,001,28-09-1995,388,392,1584,,,,,,
B46D0802,001,13-10-1995,397,401,1575,,,,,,
B46D0802,001,27-10-1995,371,375,1601,,,,,,
B46D0802,001,14-11-1995,396,400,1576,,,,,,
B46D0802,001,28-11-1995,414,418,1558,,,,,,
B46D0802,001,14-12-1995,427,431,1545,,,,,,
B46D0802,001,28-12-1995,429,433,1543,,,,,,
B46D0802,001,15-01-1996,436,440,1536,,,,,,
B46D0802,001,29-01-1996,451,455,1521,,,,,,
B46D0802,001,14-02-1996,444,448,1528,,,,,,
B46D0802,001,28-02-1996,455,459,1517,,,,,,
B46D0802,001,14-03-1996,430,434,1542,,,,,,
B46D0802,001,29-03-1996,445,449,1527,,,,,,
B46D0802,001,16-04-1996,444,448,1528,,,,,,
B46D0802,001,29-04-1996,430,434,1542,,,,,,
B46D0802,001,14-05-1996,419,423,1553,,,,,,
B46D0802,001,28-05-1996,404,408,1568,,,,,,
B46D0802,001,13-06-1996,443,447,1529,,,,,,
B46D0802,001,28-06-1996,458,462,1514,,,,,,
B46D0802,001,12-07-1996,460,464,1512,,,,,,
B46D0802,001,29-07-1996,457,461,1515,,,,,,
B46D0802,001,14-08-1996,453,457,1519,,,,,,
B46D0802,001,28-08-1996,480,484,1492,,,,,,
B46D0802,001,13-09-1996,456,460,1516,,,,,,
B46D0802,001,30-09-1996,445,449,1527,,,,,,
B46D0802,001,14-10-1996,456,460,1516,,,,,,
B46D0802,001,28-10-1996,453,457,1519,,,,,,
B46D0802,001,14-11-1996,430,434,1542,,,,,,
B46D0802,001,28-11-1996,444,448,1528,,,,,,
B46D0802,001,13-12-1996,425,429,1547,,,,,,
B46D0802,001,24-12-1996,412,416,1560,,,,,,
B46D0802,001,14-01-1997,384,388,1588,,,,,,
B46D0802,001,28-01-1997,383,387,1589,,,,,,
B46D0802,001,13-02-1997,387,391,1585,,,,,,
B46D0802,001,28-02-1997,386,390,1586,,,,,,
B46D0802,001,14-03-1997,368,372,1604,,,,,,
B46D0802,001,28-03-1997,354,358,1618,,,,,,
B46D0802,001,14-04-1997,347,351,1625,,,,,,
B46D0802,001,28-04-1997,345,349,1627,,,,,,
B46D0802,001,14-05-1997,357,361,1615,,,,,,
B46D0802,001,28-05-1997,363,367,1609,,,,,,
B46D0802,001,13-06-1997,368,372,1604,,,,,,
B46D0802,001,27-06-1997,369,373,1603,,,,,,
B46D0802,001,14-07-1997,373,377,1599,,,,,,
B46D0802,001,28-07-1997,351,355,1621,,,,,,
B46D0802,001,14-08-1997,375,379,1597,,,,,,
B46D0802,001,28-08-1997,400,404,1572,,,,,,
B46D0802,001,15-09-1997,393,397,1579,,,,,,
B46D0802,001,29-09-1997,399,403,1573,,,,,,
B46D0802,001,14-10-1997,421,425,1551,,,,,,
B46D0802,001,28-10-1997,422,426,1550,,,,,,
B46D0802,001,14-11-1997,424,428,1548,,,,,,
B46D0802,001,28-11-1997,420,424,1552,,,,,,
B46D0802,001,15-12-1997,432,436,1540,,,,,,
B46D0802,001,29-12-1997,417,421,1555,,,,,,
B46D0802,001,14-01-1998,414,418,1558,,,,,,
B46D0802,001,28-01-1998,415,419,1557,,,,,,
B46D0802,001,16-02-1998,411,415,1561,,,,,,
B46D0802,001,27-02-1998,403,407,1569,,,,,,
B46D0802,001,13-03-1998,405,409,1567,,,,,,
B46D0802,001,27-03-1998,384,388,1588,,,,,,
B46D0802,001,14-04-1998,386,390,1586,,,,,,
B46D0802,001,28-04-1998,389,393,1583,,,,,,
B46D0802,001,14-05-1998,390,394,1582,,,,,,
B46D0802,001,28-05-1998,394,398,1578,,,,,,
B46D0802,001,15-06-1998,373,377,1599,,,,,,
B46D0802,001,29-06-1998,379,383,1593,,,,,,
B46D0802,001,14-07-1998,366,370,1606,,,,,,
B46D0802,001,27-07-1998,384,388,1588,,,,,,
B46D0802,001,12-08-1998,415,419,1557,,,,,,
B46D0802,001,27-08-1998,420,424,1552,,,,,,
B46D0802,001,14-09-1998,404,408,1568,,,,,,
B46D0802,001,25-09-1998,403,407,1569,,,,,,
B46D0802,001,15-10-1998,392,396,1580,,,,,,
B46D0802,001,28-10-1998,372,376,1600,,,,,,
B46D0802,001,12-11-1998,326,330,1646,,,,,,
B46D0802,001,27-11-1998,321,325,1651,,,,,,
B46D0802,001,14-12-1998,261,265,1711,,,,,,
B46D0802,001,28-12-1998,260,264,1712,,,,,,
B46D0802,001,14-01-1999,255,259,1717,,,,,,
B46D0802,001,28-01-1999,233,237,1739,,,,,,
B46D0802,001,12-02-1999,258,262,1714,,,,,,
B46D0802,001,01-03-1999,246,250,1726,,,,,,
B46D0802,001,15-03-1999,201,205,1771,,,,,,
B46D0802,001,29-03-1999,192,196,1780,,,,,,
B46D0802,001,14-04-1999,220,224,1752,,,,,,
B46D0802,001,28-04-1999,232,236,1740,,,,,,
B46D0802,001,12-05-1999,276,280,1696,,,,,,
B46D0802,001,28-05-1999,296,300,1676,,,,,,
B46D0802,001,14-06-1999,295,299,1677,,,,,,
B46D0802,001,28-06-1999,310,314,1662,,,,,,
B46D0802,001,13-07-1999,360,364,1612,,,,,,
B46D0802,001,28-07-1999,386,390,1586,,,,,,
B46D0802,001,13-08-1999,403,407,1569,,,,,,
B46D0802,001,27-08-1999,415,419,1557,,,,,,
B46D0802,001,14-09-1999,432,436,1540,,,,,,
B46D0802,001,28-09-1999,441,445,1531,,,,,,
B46D0802,001,14-10-1999,450,454,1522,,,,,,
B46D0802,001,28-10-1999,461,465,1511,,,,,,
B46D0802,001,15-11-1999,459,463,1513,,,,,,
B46D0802,001,29-11-1999,461,465,1511,,,,,,
B46D0802,001,14-12-1999,468,472,1504,,,,,,
B46D0802,001,28-12-1999,450,454,1522,,,,,,
B46D0802,001,14-01-2000,441,445,1531,,,,,,
B46D0802,001,28-01-2000,449,453,1523,,,,,,
B46D0802,001,14-02-2000,427,431,1545,,,,,,
B46D0802,001,28-02-2000,432,436,1540,,,,,,
B46D0802,001,14-03-2000,381,385,1591,,,,,,
B46D0802,001,28-03-2000,358,362,1614,,,,,,
B46D0802,001,14-04-2000,333,337,1639,,,,,,
B46D0802,001,28-04-2000,333,337,1639,,,,,,
B46D0802,001,14-05-2000,357,361,1615,,,,,,
B46D0802,001,29-05-2000,352,356,1620,,,,,,
B46D0802,001,14-06-2000,337,341,1635,,,,,,
B46D0802,001,28-06-2000,341,345,1631,,,,,,
B46D0802,001,14-07-2000,343,347,1629,,,,,,
B46D0802,001,28-07-2000,356,360,1616,,,,,,
B46D0802,001,14-08-2000,364,368,1608,,,,,,
B46D0802,001,28-08-2000,385,389,1587,,,,,,
B46D0802,001,14-09-2000,379,383,1593,,,,,,
B46D0802,001,28-09-2000,372,376,1600,,,,,,
B46D0802,001,13-10-2000,383,387,1589,,,,,,
B46D0802,001,27-10-2000,395,399,1577,,,,,,
B46D0802,001,14-11-2000,389,393,1583,,,,,,
B46D0802,001,28-11-2000,383,387,1589,,,,,,
B46D0802,001,14-12-2000,413,417,1559,,,,,,
B46D0802,001,28-12-2000,421,425,1551,,,,,,
B46D0802,001,15-01-2001,372,376,1600,,,,,,
B46D0802,001,29-01-2001,364,368,1608,,,,,,
B46D0802,001,14-02-2001,330,334,1642,,,,,,
B46D0802,001,28-02-2001,297,301,1675,,,,,,
B46D0802,001,14-03-2001,306,310,1666,,,,,,
B46D0802,001,13-04-2001,289,293,1683,,,,,,
B46D0802,001,27-04-2001,293,297,1679,,,,,,
B46D0802,001,14-05-2001,298,302,1674,,,,,,
B46D0802,001,28-05-2001,316,320,1656,,,,,,
B46D0802,001,14-06-2001,331,335,1641,,,,,,
B46D0802,001,28-06-2001,355,359,1617,,,,,,
B46D0802,001,13-07-2001,361,365,1611,,,,,,
B46D0802,001,27-07-2001,371,375,1601,,,,,,
B46D0802,001,14-08-2001,379,383,1593,,,,,,
B46D0802,001,28-08-2001,387,391,1585,,,,,,
B46D0802,001,14-09-2001,394,398,1578,,,,,,
B46D0802,001,28-09-2001,384,388,1588,,,,,,
B46D0802,001,15-10-2001,375,379,1597,,,,,,
B46D0802,001,29-10-2001,378,382,1594,,,,,,
B46D0802,001,14-11-2001,375,379,1597,,,,,,
B46D0802,001,28-11-2001,380,384,1592,,,,,,
B46D0802,001,14-12-2001,358,362,1614,,,,,,
B46D0802,001,28-12-2001,330,334,1642,,,,,,
B46D0802,001,14-01-2002,321,325,1651,,,,,,
B46D0802,001,29-01-2002,312,316,1660,,,,,,
B46D0802,001,14-02-2002,308,312,1664,,,,,,
B46D0802,001,28-02-2002,258,262,1714,,,,,,
B46D0802,001,15-03-2002,267,271,1705,,,,,,
B46D0802,001,29-03-2002,281,285,1691,,,,,,
B46D0802,001,15-04-2002,291,295,1681,,,,,,
B46D0802,001,29-04-2002,301,305,1671,,,,,,
B46D0802,001,14-05-2002,304,308,1668,,,,,,
B46D0802,001,28-05-2002,297,301,1675,,,,,,
B46D0802,001,15-06-2002,324,328,1648,,,,,,
B46D0802,001,27-06-2002,331,335,1641,,,,,,
B46D0802,001,15-07-2002,335,339,1637,,,,,,
B46D0802,001,26-07-2002,350,354,1622,,,,,,
B46D0802,001,14-08-2002,363,367,1609,,,,,,
B46D0802,001,28-08-2002,355,359,1617,,01dec11 was 255,,,,
B46D0802,001,12-09-2002,366,370,1606,,,,,,
B46D0802,001,27-09-2002,364,368,1608,,,,,,
B46D0802,001,16-10-2002,373,377,1599,,,,,,
B46D0802,001,28-10-2002,401,405,1571,,,,,,
B46D0802,001,14-11-2002,408,412,1564,,,,,,
B46D0802,001,27-11-2002,396,400,1576,,,,,,
B46D0802,001,13-12-2002,394,398,1578,,,,,,
B46D0802,001,27-12-2002,388,392,1584,,,,,,
B46D0802,001,15-01-2003,343,347,1629,,,,,,
B46D0802,001,28-01-2003,325,329,1647,,,,,,
B46D0802,001,13-02-2003,321,325,1651,,,,,,
B46D0802,001,27-02-2003,329,333,1643,,,,,,
B46D0802,001,14-03-2003,333,337,1639,,,,,,
B46D0802,001,26-03-2003,324,328,1648,,,,,,
B46D0802,001,16-04-2003,333,337,1639,,,,,,
B46D0802,001,01-05-2003,343,347,1629,,,,,,
B46D0802,001,14-05-2003,353,357,1619,,,,,,
B46D0802,001,28-05-2003,351,355,1621,,,,,,
B46D0802,001,18-06-2003,361,365,1611,,,,,,
B46D0802,001,26-06-2003,366,370,1606,,,,,,
B46D0802,001,16-07-2003,379,383,1593,,,,,,
B46D0802,001,28-07-2003,389,393,1583,,,,,,
B46D0802,001,14-08-2003,402,406,1570,,,,,,
B46D0802,001,27-08-2003,411,415,1561,,,,,,
B46D0802,001,16-09-2003,418,422,1554,,,,,,
B46D0802,001,02-10-2003,437,441,1535,,,,,,
B46D0802,001,14-10-2003,436,440,1536,,,,,,
B46D0802,001,29-10-2003,445,449,1527,,,,,,
B46D0802,001,13-11-2003,452,456,1520,,,,,,
B46D0802,001,27-11-2003,453,457,1519,,,,,,
B46D0802,001,12-12-2003,458,462,1514,,,,,,
B46D0802,001,30-12-2003,455,459,1517,,,,,,
B46D0802,001,14-01-2004,444,448,1528,,,,,,
B46D0802,001,27-01-2004,430,434,1542,,,,,,
B46D0802,001,12-02-2004,412,416,1560,,,,,,
B46D0802,001,27-02-2004,390,394,1582,,,,,,
B46D0802,001,15-03-2004,380,384,1592,,,,,,
B46D0802,001,30-03-2004,363,367,1609,,,,,,
B46D0802,001,15-04-2004,366,370,1606,,,,,,
B46D0802,001,27-04-2004,374,378,1598,,,,,,
B46D0802,001,12-05-2004,360,364,1612,,,,,,
B46D0802,001,27-05-2004,369,373,1603,,,,,,
B46D0802,001,16-06-2004,365,369,1607,,,,,,
B46D0802,001,28-06-2004,376,380,1596,,,,,,
B46D0802,001,13-07-2004,385,389,1587,,,,,,
B46D0802,001,27-07-2004,398,402,1574,,,,,,
B46D0802,001,13-08-2004,408,412,1564,,,,,,
B46D0802,001,27-08-2004,364,368,1608,,,,,,
B46D0802,001,14-09-2004,361,365,1611,,,,,,
B46D0802,001,29-09-2004,376,380,1596,,,,,,
B46D0802,001,15-10-2004,398,402,1574,,,,,,
B46D0802,001,28-10-2004,402,406,1570,,,,,,
B46D0802,001,12-11-2004,413,417,1559,,,,,,
B46D0802,001,26-11-2004,406,410,1566,,,,,,
B46D0802,001,14-12-2004,389,393,1583,,,,,,
B46D0802,001,29-12-2004,391,395,1581,,,,,,
B46D0802,001,14-01-2005,376,380,1596,,,,,,
B46D0802,001,27-01-2005,350,354,1622,,,,,,
B46D0802,001,16-02-2005,314,318,1658,,,,,,
B46D0802,001,28-02-2005,276,280,1696,,,,,,
B46D0802,001,15-03-2005,286,290,1686,,,,,,
B46D0802,001,29-03-2005,266,270,1706,,,,,,
B46D0802,001,13-04-2005,272,276,1700,,,,,,
